Date,east,north,vertical,e_std,n_std,v_std
2006-01-01,-443.438,673.111,707.3960000000001,0.716,0.9129999999999999,2.94
2006-01-02,-443.622,672.142,707.544,0.707,0.896,2.841
2006-01-03,-443.31,673.298,702.159,0.718,0.9,2.886
2006-01-04,-442.471,673.962,697.341,0.716,0.896,2.901
2006-01-05,-441.809,673.815,702.271,0.713,0.902,2.867
2006-01-06,-445.15500000000003,672.252,700.086,0.705,0.895,2.84
2006-01-07,-444.268,671.45,711.014,0.726,0.901,2.936
2006-01-08,-443.175,673.265,702.602,0.734,0.903,2.8800000000000003
2006-01-09,-444.64799999999997,673.307,707.914,0.721,0.905,2.8739999999999997
2006-01-10,-443.266,672.2669999999999,704.1859999999999,0.723,0.9,2.897
2006-01-11,-444.39,673.354,707.288,0.705,0.895,2.8489999999999998
2006-01-12,-443.979,674.4879999999999,700.894,0.718,0.894,2.884
2006-01-13,-443.525,674.342,708.7719999999999,0.716,0.896,2.8739999999999997
2006-01-14,-443.551,672.745,706.74,0.707,0.891,2.852
2006-01-15,-442.93,672.3249999999999,705.4390000000001,0.7060000000000001,0.903,2.8649999999999998
2006-01-16,-444.873,671.648,703.973,0.713,0.898,2.877
2006-01-17,-444.262,672.275,707.215,0.721,0.92,2.913
2006-01-18,-444.87,671.3050000000001,706.708,0.714,0.923,3.0140000000000002
2006-01-19,-442.488,674.352,702.652,0.707,0.915,2.949
2006-01-20,-443.259,674.142,702.551,0.695,0.915,2.902
2006-01-21,-444.181,673.7959999999999,703.711,0.6930000000000001,0.893,2.81
2006-01-22,-443.193,673.843,699.5989999999999,0.6880000000000001,0.903,2.822
2006-01-23,-441.35699999999997,674.273,700.643,0.6980000000000001,0.897,2.83
2006-01-24,-443.824,673.8009999999999,699.755,0.717,0.92,2.926
2006-01-25,-444.21,671.728,709.426,0.6759999999999999,0.865,2.73
2006-01-26,-442.413,672.6370000000001,705.664,0.67,0.865,2.7239999999999998
2006-01-27,-443.542,673.246,703.4399999999999,0.6719999999999999,0.865,2.741
2006-01-28,-444.583,672.876,708.189,0.6769999999999999,0.867,2.7529999999999997
2006-01-29,-443.844,670.765,707.087,0.6809999999999999,0.8720000000000001,2.815
2006-01-30,-445.17,673.1080000000001,710.689,0.68,0.877,2.8019999999999996
2006-01-31,-442.988,671.698,704.7750000000001,0.67,0.868,2.766
2006-02-01,-444.246,672.15,706.2629999999999,0.683,0.882,2.8379999999999996
2006-02-02,-446.359,673.258,713.475,0.67,0.869,2.75
2006-02-03,-448.981,673.0690000000001,703.406,0.6769999999999999,0.867,2.779
2006-02-04,-447.664,672.615,701.438,0.69,0.896,2.89
2006-02-05,-445.171,671.168,708.296,0.674,0.873,2.797
2006-02-06,-443.927,672.098,704.228,0.6719999999999999,0.871,2.78
2006-02-07,-444.89,673.472,702.37,0.678,0.884,2.82
2006-02-08,-443.115,673.396,701.645,0.671,0.874,2.796
2006-02-09,-444.576,672.902,706.921,0.6819999999999999,0.901,2.882
2006-02-10,-445.052,673.535,703.8950000000001,0.696,0.9269999999999999,2.938
2006-02-11,-443.545,670.7239999999999,701.697,0.673,0.875,2.814
2006-02-12,-445.004,672.7959999999999,698.971,0.665,0.875,2.7880000000000003
