vertical,north,east,Date
8.3480145e-05,-9.542213125e-05,-0.0001166953275,2006-01-01
-0.00012084096249999999,-0.0001043767,-4.96848475e-05,2006-01-02
3.915253e-05,0.0001125180175,-0.00010110576625,2006-01-03
-0.0002133658325,9.316408e-05,-0.00012204982125,2006-01-04
-0.00020974721749999998,0.00020369949625,-0.00015218931375,2006-01-05
8.232229875e-05,0.00016471974124999999,-0.00016555477625,2006-01-06
-1.5204808749999994e-05,0.00024063971375,-2.6971670000000003e-05,2006-01-07
0.00022669923125,0.00019685792374999998,-0.0001269446675,2006-01-08
-7.99839225e-05,-1.48962075e-05,-0.00017191993499999998,2006-01-09
1.4723909999999997e-05,-6.905208e-05,-0.00024276207875,2006-01-10
5.558401625e-05,9.031973375e-05,-0.0001724360875,2006-01-11
4.8357025000000006e-05,0.0002351407725,-0.0001567132425,2006-01-12
-9.980657375e-05,0.00027835262750000003,-0.00013453259125,2006-01-13
7.362842625000001e-05,0.000313666645,-5.228233375e-05,2006-01-14
-2.57803075e-05,0.0003823530775,-9.170945e-05,2006-01-15
0.00031691108125,0.00020315562375,0.00010995783875,2006-01-16
1.848895625e-05,0.00013171296375,0.00014504761875,2006-01-17
0.000135826055,6.805665e-05,-2.1593645e-05,2006-01-18
0.0003042716625,0.00012937186,-0.0003513469325,2006-01-19
0.00079402035625,0.00016787312125,0.00010696041374999999,2006-01-20
0.00039698094125,0.00024166602125,0.000295122885,2006-01-21
1.4472078750000002e-05,7.767253625e-05,-0.00026048171125,2006-01-22
-0.00016198435125,6.008004999999999e-06,-0.00053319985625,2006-01-23
-7.876976375e-05,0.00017370464125,-0.00029308860125,2006-01-24
-0.00048022591375,0.0001093295525,-0.0001154779875,2006-01-25
-3.91607375e-05,0.00021768106500000002,-0.00010407322875,2006-01-26
6.10793775e-05,9.635907e-05,4.8582875e-06,2006-01-27
-0.00027464158,8.021576375e-05,-2.367928375e-05,2006-01-28
-0.00043648265375,-3.996579e-05,-0.000109580115,2006-01-29
-0.000372113375,-0.00011864358,-2.1020909999999998e-05,2006-01-30
0.00018904878875,-0.00010527934249999999,-5.910056249999998e-06,2006-01-31
0.00056207228625,-8.135946125e-05,-9.360644125e-05,2006-02-01
0.0005126410575,7.12713325e-05,-7.759262e-05,2006-02-02
0.00030847321749999997,0.00022831158,7.199820625e-05,2006-02-03
6.598614875e-05,0.00021228455875,9.906344625e-05,2006-02-04
0.0001109554675,0.000232306125,-8.550713749999999e-06,2006-02-05
6.16495275e-05,-2.7653587499999998e-05,-5.359811875e-05,2006-02-06
-0.00011676159875,6.33196125e-06,-0.00018305089625,2006-02-07
3.22613075e-05,0.00011189504249999999,-0.00012817994625,2006-02-08
-0.00019323110125,8.393812375e-05,7.759122625e-05,2006-02-09
-0.0001450886075,0.00023491934375,9.205865125e-05,2006-02-10
-0.0001926978825,0.0002423971725,-0.00012529035125,2006-02-11
0.00028619810375,0.0001137444375,-7.689274875e-05,2006-02-12
0.00045821569,0.00018881684375,-3.787502125e-05,2006-02-13
6.399013625e-05,0.00016512845625,-7.755046125e-05,2006-02-14
-0.0002957740975,6.7855925e-05,-1.228727625e-05,2006-02-15
-0.00068364425625,-4.577505125e-05,5.371131625e-05,2006-02-16
-0.000847385975,8.284908874999999e-05,7.9691235e-05,2006-02-17
-0.0002045714875,0.0001591051,8.20921375e-06,2006-02-18
-8.138589249999999e-05,2.514142625e-05,-5.837351e-05,2006-02-19
-0.00034909772,0.00014450523625,-0.0001952536025,2006-02-20
-0.0004539193325,0.0002184127625,-0.0002888534125,2006-02-21
-0.00020400657875,0.000150048635,-0.0001519631475,2006-02-22
1.578380375e-05,0.0002450147725,-3.649685000000001e-06,2006-02-23
0.00010755143375,0.000255137975,6.937605875e-05,2006-02-24
0.00033578814000000004,0.0001744044525,0.00015683360625,2006-02-25
0.00043746819,8.727113625e-05,0.00013058550874999998,2006-02-26
0.00065200932875,-1.81418975e-05,0.0001968038375,2006-02-27
0.00034672934375,0.00010776637625,0.00026076730125,2006-02-28
-8.817705e-05,9.305606875e-05,0.00023473669124999999,2006-03-01
-0.00050918839125,6.517395125e-05,0.000163306955,2006-03-02
-0.00041928189625,9.946015875e-05,-8.46298325e-05,2006-03-03
-0.00098401631875,-1.7317141250000002e-05,-2.282022125e-05,2006-03-04
-0.00073542688,-6.833787375e-05,0.000143585275,2006-03-05
-0.00023016033625000002,-0.00018715063,9.752829375e-05,2006-03-06
0.00011750430875,-0.0002693052025,-0.00024827297000000004,2006-03-07
0.0002440386825,-0.000375981275,-0.0003480114875,2006-03-08
6.5677885e-05,-0.00017276528875,-0.0002792567275,2006-03-09
-0.00038747225375,9.309669750000001e-05,0.0001444600125,2006-03-10
-0.0002952330275,0.00034227173875,0.000335684245,2006-03-11
5.0454082500000004e-05,0.00027271976,-2.21141825e-05,2006-03-12
0.00028822767625,7.61261075e-05,-0.00020485088,2006-03-13
