Montana (PST) SNOTEL Site Hoodoo Basin - NRCS National Water and Climate Center ,,,,,,,,
,,,,,,,,
Site Id,Date,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) 
530,6/18/2008,36.5,68.3,4.4,18.3,4.4,11.7,75
530,6/19/2008,35.3,68.3,5,16.3,3.5,10,73
530,6/20/2008,34.2,68.3,6.3,17.1,3,10,70
530,6/21/2008,32.9,68.3,11.1,22,5.8,13.6,68
530,6/22/2008,31.5,68.5,7.8,24,7.6,15,65
530,6/23/2008,29.8,68.6,5.2,17.2,5.2,10.6,62
530,6/24/2008,28.7,68.6,7.6,17.8,4.2,10.9,59
530,6/25/2008,27.2,68.6,5.5,17,5.5,10.4,56
530,6/26/2008,26,68.6,9.2,19.2,5.3,11.5,54
530,6/27/2008,24.6,68.6,7.8,15.5,6.6,10.9,52
530,6/28/2008,23.3,68.7,9.3,19.4,6.4,11.9,48
530,6/29/2008,21.8,68.7,12,24.8,8.2,15.5,44
530,6/30/2008,20.1,68.8,14.5,27.9,11.2,18.5,39
530,7/1/2008,18.4,68.8,12.2,27.1,12.1,18.1,35
530,7/2/2008,17.2,69.1,9,20.2,9,12.3,32
530,7/3/2008,15.9,69.2,11.1,21.7,8.1,13.5,30
530,7/4/2008,14.3,69.2,14.2,26.3,9.6,16.9,27
530,7/5/2008,12.9,69.2,9.3,20.1,9.3,14.5,25
530,7/6/2008,11.4,69.2,8.5,17.5,8.3,11.8,21
530,7/7/2008,10.1,69.2,8,18.3,7.8,12.3,20
530,7/8/2008,8.6,69.2,8.6,19.1,7.1,12.7,16
530,7/9/2008,7,69.2,9.1,20.9,7.9,14,15
530,7/10/2008,5,69.2,11.3,22.3,8.9,14.9,11
530,7/11/2008,3.1,69.2,6.5,17.8,6.5,13.5,10
530,7/12/2008,2.3,69.2,5.8,16.3,1.6,9,6
530,7/13/2008,1.4,69.2,9.9,21.8,5.4,13.2,0
530,7/14/2008,0.5,69.2,12.9,21.9,8.2,15.1,0
530,7/15/2008,0,69.2,13.3,20.8,10,15.1,0
530,7/16/2008,0,69.2,9.2,15.7,9.1,13.1,0
530,7/17/2008,0,69.2,10.3,21.3,9.2,14.5,0
530,7/18/2008,0,69.2,10.8,21.4,9,14.6,0
530,7/19/2008,0,69.2,8.6,18.7,8.6,13.3,0
530,7/20/2008,0,69.2,11.2,21.2,7.2,13.7,0
530,7/21/2008,0,69.2,14,25.9,10.6,17.3,0
530,7/22/2008,0,69.2,15.4,25.9,12.6,18.4,0
530,7/23/2008,0,69.2,8.9,19.4,8.8,14,0
530,7/24/2008,0,69.2,7.1,19.4,6.7,12.4,0
530,7/25/2008,0,69.2,10.1,19.2,5.5,12.3,0
530,7/26/2008,0,69.2,15.4,26.1,9.2,16.8,0
530,7/27/2008,0,69.2,13.4,23.3,11.8,17.2,0
530,7/28/2008,0,69.3,11.4,20.4,9.9,14.9,0
530,7/29/2008,0,69.3,10.8,20,7,13.2,0
530,7/30/2008,0,69.3,10.1,21.4,10.1,14.7,0
530,7/31/2008,0,69.3,6.2,15.8,6.2,11,0
530,8/1/2008,0,69.3,12.8,22.7,5,14.1,0
530,8/2/2008,0,69.3,10.1,19.1,10.1,14.4,0
530,8/3/2008,0,69.3,7.3,14.3,7.3,10.9,0
530,8/4/2008,0,69.3,8.7,19.4,6.6,12,0
530,8/5/2008,0,69.3,11.9,22.4,7.5,14,0
530,8/6/2008,0,69.3,14.7,24.6,11.1,17.2,0
530,8/7/2008,0,69.3,17.3,27.8,12.3,19.2,0
530,8/8/2008,0,69.4,14.6,25.7,14.3,18.9,0
530,8/9/2008,0,69.6,10.1,23.9,10.1,16.5,0
530,8/10/2008,0,69.6,9.7,22.1,9.7,14.6,0
530,8/11/2008,0,69.6,7.2,14.2,7.2,9.7,0
530,8/12/2008,0,69.6,7,15.4,6.1,9.7,0
530,8/13/2008,0,69.6,11.8,20.6,6.3,13,0
530,8/14/2008,0,69.7,13.3,21.3,10.8,14.7,0
