Montana (PST) SNOTEL Site Elk Peak - NRCS National Water and Climate Center ,,,,,,,,,,
,,,,,,,,,,
Site Id,Date,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TOBS.I-2 (degC) ,TOBS.I-3 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) 
1106,10/1/2008,0,0,13,13.7,13,21.3,9.5,14.5,0
1106,10/2/2008,0,0,12.8,13.9,12.8,20.5,10.2,15.1,0
1106,10/3/2008,0,0,11.8,12.2,11.8,20.8,11,14.7,0
1106,10/4/2008,0,0,9,9.1,9,15.3,8.1,11.3,0
1106,10/5/2008,0,0.1,3.4,2.6,3.4,9.8,3.4,7.3,0
1106,10/6/2008,0,0.1,0.2,-0.7,0.2,6,0.2,2.8,0
1106,10/7/2008,0,0.1,4.7,4.1,4.7,5.6,-1.7,2.1,0
1106,10/8/2008,0,0.1,-0.8,-2,-0.8,12.2,-0.8,5,0
1106,10/9/2008,0,0.1,-5.9,-6.4,-5.9,2.7,-6.1,-1.3,0
1106,10/10/2008,0.2,0.3,-5.3,-6.8,-5.3,1.5,-6.2,-3.5,2
1106,10/11/2008,0.4,0.6,-7.2,-8.7,-7.2,-4.4,-7.3,-6.1,4
1106,10/12/2008,0.8,1,-7.7,-9.1,-7.7,-5.9,-7.7,-6.9,8
1106,10/13/2008,1.3,1.5,-6.4,-8,-6.4,-5.6,-8.4,-7.4,11
1106,10/14/2008,1.4,1.7,2.5,1.8,2.5,2.8,-6.5,-0.4,12
1106,10/15/2008,1.3,1.7,-2.6,-3.3,-2.6,4,-3.2,1.5,10
1106,10/16/2008,1.3,1.7,-0.2,-1.1,-0.2,5.3,-4,0.4,7
1106,10/17/2008,1.3,1.7,2.2,1.4,2.2,3.2,-1.3,1.1,7
1106,10/18/2008,1.1,1.7,9,9,9,10.3,2.1,6.8,4
1106,10/19/2008,0.4,1.7,3.9,3.4,3.9,11.9,3.9,7.8,1
1106,10/20/2008,0,1.8,1.5,0.5,1.5,7,1.5,3,0
1106,10/21/2008,0,1.8,-2.4,-3.6,-2.4,11.3,-2.4,4.6,0
1106,10/22/2008,0.2,1.9,-5.8,-7.1,-5.8,-0.8,-6,-3.4,1
1106,10/23/2008,0,1.9,3.9,3.4,3.9,5.7,-8.1,-1,0
1106,10/24/2008,0,1.9,0.9,0,0.9,9.4,0.4,5.7,0
1106,10/25/2008,0,1.9,4.4,3.8,4.4,5.7,-0.2,3.3,0
1106,10/26/2008,0,1.9,-4.3,-5.5,-4.3,6.8,-4.3,3,0
1106,10/27/2008,0,1.9,5.3,5,5.3,5.3,-9.7,-1.4,0
1106,10/28/2008,0,2,9.6,9.7,9.6,12.7,4.9,8.8,0
1106,10/29/2008,0,2,10.1,10.2,10.1,16,8.9,11.6,0
1106,10/30/2008,0,2,6.7,6.5,6.7,12.5,5.7,9.3,0
1106,10/31/2008,0,2,7.7,7.7,7.7,11.8,5.3,7.9,0
1106,11/1/2008,0,2,6.7,6.6,6.7,13,6.7,9.1,0
1106,11/2/2008,0,2,6.2,5.9,6.2,11.6,5.6,7.4,0
1106,11/3/2008,0,2.2,0.2,-0.9,0.2,10,0.2,5.4,0
1106,11/4/2008,0,2.2,0,-0.9,0,2.6,-1.7,0.1,0
1106,11/5/2008,0.2,2.3,-4.7,-6.1,-4.7,1.8,-4.7,-1.2,2
1106,11/6/2008,0.4,2.4,-8,-9.7,-8,-4.6,-8,-5.9,3
1106,11/7/2008,0.4,2.5,-0.4,-1.6,-0.4,-0.4,-9.9,-5.1,3
1106,11/8/2008,0.5,2.5,1,0.1,1,2.3,-0.4,1.2,2
1106,11/9/2008,0.5,2.6,3.6,3,3.6,3.9,1,2.6,2
1106,11/10/2008,0.5,2.6,0.4,-0.4,0.4,7.3,0.4,3.2,2
1106,11/11/2008,0.5,2.6,-1.7,-2.8,-1.7,3.1,-1.8,0.8,2
1106,11/12/2008,0.5,2.6,-0.6,-1.9,-0.6,0.8,-2.7,-1.4,2
1106,11/13/2008,0,2.9,1.9,1.1,1.9,5.8,-0.8,2.6,0
1106,11/14/2008,0.3,3.2,-6.5,-7.8,-6.5,1.9,-6.6,-2.3,3
1106,11/15/2008,0.8,3.4,-2.6,-5.4,-2.6,-2.5,-8,-6.7,4
1106,11/16/2008,0.8,3.4,4.2,3.6,4.2,4.8,-3.1,1.8,3
1106,11/17/2008,0.7,3.4,5.1,4.6,5.1,6.4,3.8,5,2
1106,11/18/2008,0.6,3.4,9.5,9.7,9.5,10.8,4.8,8.4,1
1106,11/19/2008,0,3.4,3.7,3.2,3.7,10.4,3.6,7.8,0
1106,11/20/2008,0,3.4,-8.3,-9.8,-8.3,3.6,-8.3,-2.6,0
1106,11/21/2008,0.1,3.5,-3.7,-5,-3.7,-0.2,-10.4,-7.8,2
1106,11/22/2008,0,3.5,-2.1,-3.3,-2.1,-1.9,-7,-3.9,0
1106,11/23/2008,0,3.5,-6,-7.3,-6,1.3,-6,-1.5,0
1106,11/24/2008,0,3.5,-0.6,-1.7,-0.6,-0.4,-8.6,-4.8,0
1106,11/25/2008,0,3.5,2.2,-99.9,-99.9,4.3,-1.6,1.7,0
1106,11/26/2008,0,3.5,1.9,1.1,1.9,6.5,1.4,3.2,0
1106,11/27/2008,0,3.5,-5.8,-6.8,-5.8,2.4,-6.7,-2,0
1106,11/28/2008,0,3.5,-0.7,-1.9,-0.7,3.3,-6.1,-1.3,0
1106,11/29/2008,0,3.5,-3,-4.3,-3,-0.4,-4.3,-3.3,0
1106,11/30/2008,0,3.5,-1.8,-3.2,-1.8,-0.1,-3.2,-1.7,0
1106,12/1/2008,0,3.5,0.8,-0.1,0.8,2.4,-2.3,-0.6,0
1106,12/2/2008,0,3.6,3.4,2.6,3.4,5.2,0.3,3.4,0
1106,12/3/2008,0.1,3.6,-12.8,-14.1,-12.8,3.5,-12.8,-6.1,2
1106,12/4/2008,0,3.6,-16.5,-17.7,-16.5,-11.3,-16.5,-13.5,0
1106,12/5/2008,0,3.6,-6.5,-8,-6.5,-6.4,-19.5,-13.4,0
1106,12/6/2008,0.9,3.7,-0.7,-1.9,-0.7,-0.7,-6.8,-2.9,2
1106,12/7/2008,1.5,3.8,0.2,-0.7,0.2,3.9,-0.7,1.5,6
1106,12/8/2008,1.5,3.8,-4.4,-5.8,-4.4,1.2,-4.4,-0.6,5
1106,12/9/2008,1.5,3.8,-8.6,-10.1,-8.6,-4.5,-11.1,-8.8,5
1106,12/10/2008,1.9,3.9,-2.1,-3.5,-2.1,-2.1,-8.9,-6.3,7
1106,12/11/2008,1.9,3.9,-2.8,-4,-2.8,-0.3,-2.8,-1.3,7
1106,12/12/2008,1.9,3.9,-3.3,-4.5,-3.3,-2.2,-6,-3.8,6
1106,12/13/2008,1.9,3.9,-3.1,-4.4,-3.1,-0.3,-4.1,-2.5,6
1106,12/14/2008,2,4,-33,-32.8,-33,-2.8,-33.2,-23.8,8
1106,12/15/2008,2,4.1,-27.4,-27.9,-27.4,-24,-33.6,-29.5,8
1106,12/16/2008,2.2,4.2,-13.6,-15,-13.6,-13.2,-27.5,-22.1,9
1106,12/17/2008,2.3,4.2,-15,-16.6,-15,-12.9,-17.1,-15.4,10
1106,12/18/2008,2.3,4.2,-12.9,-14.4,-12.9,-10.8,-15.3,-12.5,10
1106,12/19/2008,2.3,4.2,-9.8,-11.4,-9.8,-7.3,-13.5,-10.7,9
1106,12/20/2008,2.3,4.2,-20.7,-21.9,-20.7,-9.5,-21,-15.3,8
1106,12/21/2008,2.6,4.2,-20.8,-21.8,-20.8,-20.3,-24,-22,7
1106,12/22/2008,2.8,4.4,-6.7,-8.2,-6.7,-6.7,-21.2,-14,9
1106,12/23/2008,3,4.5,-21.4,-22.3,-21.4,-4.4,-21.6,-10.8,11
1106,12/24/2008,3.3,4.6,-13.6,-15.1,-13.6,-13,-21.3,-15.7,14
1106,12/25/2008,3.3,4.6,-8.5,-10.1,-8.5,-7.7,-14,-11.2,13
1106,12/26/2008,3.8,5,-13.9,-15.3,-13.9,-4.2,-14,-7.2,15
1106,12/27/2008,4.3,5.1,-14.8,-16.3,-14.8,-12.6,-16.8,-15,20
1106,12/28/2008,4.6,5.2,-5,-6.4,-5,-4.4,-14.8,-8.5,21
1106,12/29/2008,4.9,5.4,-3.8,-5.2,-3.8,-0.8,-5.8,-3.5,21
1106,12/30/2008,6.4,5.5,-9.7,-11.5,-9.7,0.2,-9.8,-4.2,30
1106,12/31/2008,6.6,5.6,-8.9,-10.5,-8.9,-7.3,-12.2,-9.9,28
1106,1/1/2009,7.1,5.6,-9.7,-11.1,-9.7,-1.9,-9.7,-5.3,26
1106,1/2/2009,7.5,5.8,-2.5,-3.9,-2.5,-1.9,-11,-6.7,31
1106,1/3/2009,7.7,5.8,-14.1,-15.5,-14.1,-0.2,-14.1,-5.4,31
1106,1/4/2009,7.7,5.8,-16.6,-18,-16.6,-14.1,-18,-16.6,31
1106,1/5/2009,7.9,5.9,-10.1,-11.5,-10.1,-9.4,-17.1,-13.6,31
1106,1/6/2009,8.4,5.9,-6.4,-7.9,-6.4,-6.1,-10.2,-8,32
1106,1/7/2009,9.1,6.2,-1.3,-2.5,-1.3,-1.3,-6.6,-5.1,35
1106,1/8/2009,10,6.2,1.4,0.3,1.4,1.6,-1.3,0.6,39
1106,1/9/2009,10.1,6.2,-4.5,-5.8,-4.5,2.9,-4.5,0.1,37
1106,1/10/2009,10.5,6.2,-4.8,-6.2,-4.8,-4.3,-8.7,-6.2,39
1106,1/11/2009,10.5,6.2,-5.1,-6.4,-5.1,-2.1,-5.6,-3.9,38
1106,1/12/2009,10.5,6.2,-6.5,-7.9,-6.5,-1,-6.5,-3.4,35
1106,1/13/2009,10.6,6.3,-1.6,-2.8,-1.6,-1.1,-7.8,-4.9,37
1106,1/14/2009,10.6,6.3,-2.8,-4,-2.8,1.3,-3,-1,36
1106,1/15/2009,10.4,6.3,-2.9,-4.2,-2.9,-0.3,-3.2,-2.2,35
1106,1/16/2009,10.4,6.3,1.6,0.8,1.6,2.4,-3.3,-0.8,35
1106,1/17/2009,10.3,6.3,0,-1,0,4.5,-1.3,1.4,34
1106,1/18/2009,10.3,6.3,2.6,2,2.6,6.1,-0.5,2.8,34
1106,1/19/2009,10.3,6.3,4.4,4,4.4,8,1.7,4.3,33
1106,1/20/2009,10.3,6.3,9.3,9.9,9.3,11.4,4.1,7.1,33
1106,1/21/2009,10.3,6.3,5.2,4.9,5.2,11.2,5.1,8.6,33
1106,1/22/2009,10.2,6.3,0.7,-0.2,0.7,6.5,0.6,3.8,33
1106,1/23/2009,10.2,6.3,-14.3,-15.7,-14.3,2.2,-14.4,-2.9,32
1106,1/24/2009,10.2,6.3,-4.1,-5.3,-4.1,-4.1,-19.6,-13.6,32
1106,1/25/2009,10.2,6.3,-22,-23.1,-22,-2.7,-22.5,-14.7,32
1106,1/26/2009,10.2,6.3,-20.9,-21.9,-20.9,-15.4,-24,-20.6,32
1106,1/27/2009,10.2,6.3,-16.7,-17.9,-16.7,-13.8,-23.8,-19.3,32
1106,1/28/2009,10.2,6.3,-8.1,-9.6,-8.1,-7.1,-17.7,-11.1,32
1106,1/29/2009,10.1,6.3,-9.7,-11.3,-9.7,-6.9,-10.1,-8.4,31
1106,1/30/2009,10.1,6.3,-4.3,-5.6,-4.3,-3.6,-9.8,-6.1,31
1106,1/31/2009,10.1,6.3,-0.7,-1.8,-0.7,2.1,-5.3,-0.8,31
1106,2/1/2009,10.1,6.3,-10.5,-11.9,-10.5,-0.7,-10.6,-5,31
1106,2/2/2009,10.1,6.3,-6.1,-7.4,-6.1,-5.3,-12.2,-8.7,31
1106,2/3/2009,10.7,6.5,-0.8,-1.7,-0.8,-0.4,-6.2,-2.7,34
1106,2/4/2009,10.7,6.5,2.9,2.2,2.9,4.4,-1.4,1.4,33
1106,2/5/2009,10.7,6.5,3.6,3,3.6,7.2,1.8,4.3,33
1106,2/6/2009,10.7,6.5,1.6,0.8,1.6,7,1.5,3.5,32
1106,2/7/2009,10.7,6.5,-4.6,-6,-4.6,1.6,-4.6,-1,31
1106,2/8/2009,10.8,6.5,-3.9,-4.7,-3.9,0.1,-6.8,-4.1,33
1106,2/9/2009,10.8,6.5,-1.9,-3,-1.9,6.2,-5.6,-0.8,33
1106,2/10/2009,10.8,6.5,-9,-10.5,-9,-1.2,-9,-4.5,33
1106,2/11/2009,10.8,6.5,-10.9,-12.1,-10.9,-5.6,-11.6,-9.5,33
1106,2/12/2009,10.9,6.5,-8.9,-10.4,-8.9,-7.1,-13.8,-9.5,33
1106,2/13/2009,10.9,6.5,-9.9,-11.4,-9.9,-4.8,-10.5,-8.6,33
1106,2/14/2009,10.9,6.5,-11.9,-13.5,-11.9,-3.3,-12.2,-9.7,32
1106,2/15/2009,11,6.6,-9.4,-10.7,-9.4,-8.5,-13.1,-11.1,34
1106,2/16/2009,11.1,6.7,-5.6,-7,-5.6,-4.9,-9.8,-7.4,35
1106,2/17/2009,11.1,6.7,-3.6,-4.8,-3.6,0.9,-6.1,-3.4,35
1106,2/18/2009,11.1,6.7,-5.1,-6.4,-5.1,-0.1,-6.6,-3.7,35
1106,2/19/2009,11.4,6.7,-5.5,-7.1,-5.5,-3.7,-5.6,-4.8,36
1106,2/20/2009,11.8,6.8,-4.3,-5.6,-4.3,-0.6,-5.8,-3.8,38
1106,2/21/2009,11.8,6.8,-6,-7.3,-6,-4.3,-10.2,-7.9,38
1106,2/22/2009,11.8,6.8,-0.6,-1.5,-0.6,4.3,-6.1,-0.7,37
1106,2/23/2009,11.8,6.9,1.2,0.2,1.2,7,-1.8,2.1,37
1106,2/24/2009,11.8,6.9,1.8,0.9,1.8,5.4,0.2,2.1,36
1106,2/25/2009,12,7,-1.8,-3,-1.8,1.8,-3.7,-1.1,38
1106,2/26/2009,12.1,7,-6.9,-8.3,-6.9,1.8,-7.3,-2,38
1106,2/27/2009,12.2,7,-11.7,-13,-11.7,-1.5,-14,-7.1,40
1106,2/28/2009,12.3,7,-7.5,-9.3,-7.5,-6,-12.1,-9.9,40
1106,3/1/2009,12.3,7.1,0.5,-0.4,0.5,2.4,-9.4,-3.1,39
1106,3/2/2009,12.3,7.2,3.8,3.2,3.8,8.1,0,3.8,39
1106,3/3/2009,12.3,7.2,3.1,2.4,3.1,9.3,2.4,5.1,38
1106,3/4/2009,12.5,7.2,-1.1,-2.3,-1.1,4.7,-2.6,0.7,39
1106,3/5/2009,12.6,7.3,-5.2,-6.6,-5.2,4.3,-5.2,-1.4,40
1106,3/6/2009,12.8,7.5,-7.6,-9.3,-7.6,-3.3,-7.6,-5.8,40
1106,3/7/2009,13,7.5,-10.7,-12.2,-10.7,-4.3,-16,-10.5,42
1106,3/8/2009,13.2,7.5,-7.9,-9.3,-7.9,-2.2,-10.8,-6.9,42
1106,3/9/2009,13.3,7.6,-19.2,-20,-19.2,-7.9,-19.2,-12.1,44
1106,3/10/2009,13.4,7.6,-19.7,-20.8,-19.7,-16.6,-24.7,-21.1,44
1106,3/11/2009,13.4,7.6,-17.4,-18.7,-17.4,-9.7,-23.3,-17.4,44
1106,3/12/2009,13.5,7.7,-12.6,-13.9,-12.6,-6.2,-17.3,-12.2,44
1106,3/13/2009,13.5,7.7,-6.2,-7.4,-6.2,-3.2,-12.6,-7.4,43
1106,3/14/2009,13.5,7.8,0,-1.1,0,2.9,-6.3,-0.8,43
1106,3/15/2009,13.5,7.8,-1.5,-2.5,-1.5,4.8,-2.3,0.7,42
1106,3/16/2009,13.5,7.9,-1.1,-1.9,-1.1,2.6,-1.9,-0.2,42
1106,3/17/2009,14.7,8.5,-5.3,-6.9,-5.3,-1.3,-6.1,-4.5,52
1106,3/18/2009,14.8,8.5,-5.5,-7.2,-5.5,-2.2,-7.9,-5.1,50
1106,3/19/2009,14.8,8.6,-2.4,-3.5,-2.4,1.5,-6.5,-3,50
1106,3/20/2009,14.8,8.6,-0.2,-1.1,-0.2,4.9,-3.3,1.1,49
1106,3/21/2009,14.8,8.6,3.1,2.6,3.1,8.1,-2,3,47
1106,3/22/2009,14.8,8.6,3.5,3,3.5,10,1.6,5.1,46
1106,3/23/2009,14.9,8.6,-6.9,-8.3,-6.9,5.5,-6.9,0.6,45
1106,3/24/2009,15,8.6,-4.8,-6.1,-4.8,-2.5,-9.4,-6,46
1106,3/25/2009,15.1,8.6,-5.8,-7.2,-5.8,-3,-8.3,-5.5,47
1106,3/26/2009,15.3,8.7,-16.2,-17.4,-16.2,-2.2,-16.3,-8.1,50
1106,3/27/2009,15.4,8.7,-12.2,-13.7,-12.2,-7.3,-19.8,-13.3,48
1106,3/28/2009,15.7,8.9,-3.9,-5.2,-3.9,-1,-12.5,-6.2,49
1106,3/29/2009,16.2,9.3,-3,-4.4,-3,-0.6,-4.5,-2.8,53
1106,3/30/2009,16.9,10,-11.1,-12.5,-11.1,-3,-11.1,-6.5,59
1106,3/31/2009,17.1,10.1,-8.5,-10,-8.5,-2.3,-12.2,-8,59
1106,4/1/2009,17.3,10.2,-6.2,-7.7,-6.2,-2.5,-8.7,-6.1,60
1106,4/2/2009,17.5,10.2,-6.9,-8.3,-6.9,-2.1,-7.9,-6.1,60
1106,4/3/2009,17.7,10.4,-4.9,-6.3,-4.9,0.5,-7.1,-4,61
1106,4/4/2009,17.7,10.4,-6.7,-8.1,-6.7,-2.4,-7,-4.8,60
1106,4/5/2009,17.7,10.4,-8.5,-9.8,-8.5,-0.9,-8.5,-5.9,59
1106,4/6/2009,17.7,10.4,-2.1,-3,-2.1,3.5,-12,-3.7,58
1106,4/7/2009,17.7,10.5,2.7,2,2.7,10.3,-5.2,2.9,55
1106,4/8/2009,17.6,10.5,1.6,1,1.6,9.2,0.8,4.2,53
1106,4/9/2009,17.6,10.7,0.6,-0.5,0.6,8.9,0.2,3.2,53
1106,4/10/2009,17.8,10.8,0.4,-0.5,0.4,6,-1,1.7,52
1106,4/11/2009,17.7,10.8,1.6,1,1.6,9,-1.4,3.1,51
1106,4/12/2009,17.7,10.8,-0.9,-2.1,-0.9,10.8,-0.9,3.7,49
1106,4/13/2009,17.8,10.9,3.5,2.8,3.5,7,-3.5,2.2,50
1106,4/14/2009,17.8,10.9,-2.7,-4.2,-2.7,8.2,-3.2,1.8,49
1106,4/15/2009,18.7,11.7,-5.2,-6.7,-5.2,-1.4,-5.3,-3.4,56
1106,4/16/2009,19.1,12.1,-6.2,-7.7,-6.2,-1,-6.3,-4.8,58
1106,4/17/2009,19.1,12.1,-5.2,-6.1,-5.2,0.3,-6.2,-3.1,58
1106,4/18/2009,19.1,12.2,0.8,0,0.8,7.6,-6,0.8,55
1106,4/19/2009,19,12.2,2.6,1.9,2.6,6.3,-1.2,2.3,53
1106,4/20/2009,18.9,12.2,4.4,3.9,4.4,8.3,1.3,4.7,51
1106,4/21/2009,18.7,12.2,6.7,6.5,6.7,11.2,3.8,7.3,49
1106,4/22/2009,18.4,12.2,9,9.2,9,14.3,5.6,9.8,46
1106,4/23/2009,17.6,12.2,8.1,8,8.1,14.7,5.7,9.4,44
1106,4/24/2009,17.9,12.2,-5.7,-7.1,-5.7,8.1,-6,-0.4,46
1106,4/25/2009,17.9,12.2,-5.9,-7.1,-5.9,-0.3,-7.5,-4.7,46
1106,4/26/2009,18,12.3,-4,-5.2,-4,5.7,-7.4,-1.5,45
1106,4/27/2009,18.1,12.3,-5.1,-6.3,-5.1,-0.1,-6.1,-2.9,45
1106,4/28/2009,18.4,12.7,-2.5,-3.8,-2.5,1.4,-5.8,-2.3,48
1106,4/29/2009,18.7,13.1,-4.1,-5.4,-4.1,-0.4,-4.2,-2.5,52
1106,4/30/2009,18.8,13.3,-6.3,-7.7,-6.3,-4,-7.4,-5.8,52
1106,5/1/2009,19.2,13.8,-7.1,-8.8,-7.1,-0.6,-8.3,-4.3,57
1106,5/2/2009,19.2,13.8,-4.3,-5,-4.3,7,-7.2,-1.9,53
1106,5/3/2009,19.1,13.9,-0.6,-1.7,-0.6,7.5,-4.9,1.2,51
1106,5/4/2009,19.4,14.2,-0.1,-1.1,-0.1,10.5,-0.8,2.8,52
1106,5/5/2009,20,14.2,2.6,1.8,2.6,4.9,-3.1,1,53
1106,5/6/2009,20,14.3,-0.2,-1.2,-0.2,10,-0.4,3.2,52
1106,5/7/2009,20,14.3,1.7,0.9,1.7,5,-1.8,1.2,51
1106,5/8/2009,20.2,14.4,-3.9,-5,-3.9,4.1,-4,-0.6,53
1106,5/9/2009,20.8,14.6,-1,-2,-1,5.9,-4,-0.4,55
1106,5/10/2009,20.8,14.6,-1.3,-2,-1.3,8.2,-4.8,1.5,54
1106,5/11/2009,20.8,14.6,1.6,1.1,1.6,9.2,-1.9,3.1,53
1106,5/12/2009,20.6,14.6,1.9,1.1,1.9,11.4,1.1,5.4,52
1106,5/13/2009,21.2,14.7,-5.8,-7.3,-5.8,4.5,-5.8,-0.8,55
1106,5/14/2009,22.1,14.9,2,1.2,2,5.4,-5.8,-0.8,58
1106,5/15/2009,22,14.9,-1.1,-2.2,-1.1,9.1,-1.1,2.5,57
1106,5/16/2009,21.9,14.9,-0.7,-1.8,-0.7,7.2,-2.2,1.5,56
1106,5/17/2009,21.6,14.9,7.8,7.7,7.8,12.7,-1.8,6.9,54
1106,5/18/2009,20.6,14.9,9.9,10.2,9.9,16.3,7.2,11.8,51
1106,5/19/2009,19.2,14.9,11.8,12.1,11.8,22,7.2,13.7,47
1106,5/20/2009,17.7,14.9,1.8,0.9,1.8,21.4,1.7,13.2,44
1106,5/21/2009,17.7,14.9,-0.6,-1.5,-0.6,7.5,-2.3,2.4,43
1106,5/22/2009,17.1,14.9,3.6,3.2,3.6,13.4,-3.2,5.6,41
1106,5/23/2009,16.3,14.9,2.5,1.8,2.5,9.9,2.5,5.7,40
1106,5/24/2009,15.2,14.9,8,7.9,8,17.2,1.6,9,37
1106,5/25/2009,14.5,15.2,2.7,2,2.7,12.1,2.6,6.9,35
1106,5/26/2009,14,15.2,4.1,3.7,4.1,12.9,2.7,6.2,34
1106,5/27/2009,13.2,15.2,7.3,7.2,7.3,16,3.8,9.8,33
1106,5/28/2009,11.9,15.2,7.8,7.7,7.8,16,5.2,10.3,30
1106,5/29/2009,10.4,15.2,9.2,9.5,9.2,18,6.5,11.6,26
1106,5/30/2009,8.9,15.2,11.7,12.2,11.7,19.8,8.3,13.4,23
1106,5/31/2009,7.1,15.2,11.7,12.2,11.7,19,10.8,14.1,18
1106,6/1/2009,5.3,15.2,10,10.2,10,18.6,9.1,13,15
1106,6/2/2009,4.9,15.2,1,-0.1,1,10,0.9,3,14
1106,6/3/2009,4.8,15.2,1.4,0.3,1.4,2.6,-0.2,1,14
1106,6/4/2009,4.1,15.2,4.8,4.6,4.8,13.7,1.3,5.5,12
1106,6/5/2009,2.8,15.2,7.1,6.9,7.1,17.4,2.8,9.7,10
1106,6/6/2009,2.2,15.4,1.3,0.3,1.3,7.4,1.3,4.8,7
1106,6/7/2009,2.6,16,-2.7,-4,-2.7,1.6,-2.7,-0.6,9
1106,6/8/2009,2.8,16.3,-2.7,-3.9,-2.7,5.9,-2.8,-0.4,10
1106,6/9/2009,3.3,16.9,0.3,-0.8,0.3,7.6,-3.4,0.7,12
1106,6/10/2009,3.2,17,1.1,0.1,1.1,8.9,-0.6,2.6,11
1106,6/11/2009,3,17,2.3,1.7,2.3,9.6,0.3,3.9,10
1106,6/12/2009,2.5,17,4.1,3.7,4.1,11.4,1.5,6.2,9
1106,6/13/2009,1.8,17,8.8,9,8.8,16.1,2.9,9.4,7
1106,6/14/2009,0.5,17,7.5,7.8,7.5,16,7.5,11.1,3
1106,6/15/2009,0,17.1,7,6.9,7,13.2,6,8.9,0
1106,6/16/2009,0,17.2,7.3,7.1,7.3,12.9,6.6,8.4,0
1106,6/17/2009,0,17.3,10.1,10.3,10.1,15.6,6.5,9.7,0
1106,6/18/2009,0,17.3,6.6,6.4,6.6,17.3,6.6,10.2,0
1106,6/19/2009,0,17.3,6.9,6.6,6.9,13.1,4.4,8,0
1106,6/20/2009,0,17.6,7.4,7.1,7.4,17.7,6.4,10.3,0
1106,6/21/2009,0,18.3,5.6,5.1,5.6,12,5.5,7.6,0
1106,6/22/2009,0,18.4,5.4,5,5.4,13.5,4.3,7.7,0
1106,6/23/2009,0,18.6,0.6,-1,0.6,7.6,0.5,3.2,0
1106,6/24/2009,0,18.7,10.4,10.8,10.4,14.4,0.1,7.8,0
1106,6/25/2009,0,18.8,14,14.8,14,20,8.7,14.3,0
1106,6/26/2009,0,18.8,11.3,11.5,11.3,23.8,10.9,15.9,0
1106,6/27/2009,0,18.8,5.9,5.5,5.9,17.8,5.9,11.6,0
1106,6/28/2009,0,18.8,10.8,11,10.8,14.8,3.9,9.4,0
1106,6/29/2009,0,18.8,12,12.7,12,21.2,10.2,15.5,0
1106,6/30/2009,0,18.9,13.3,14,13.3,22.9,9.5,15.3,0
1106,7/1/2009,0,18.9,13.8,14.5,13.8,22.7,10,15.5,0
1106,7/2/2009,0,18.9,8.6,-99.9,-99.9,17.7,8.5,13.7,0
1106,7/3/2009,0,19,8,-99.9,-99.9,17.3,7.4,11.1,0
1106,7/4/2009,0,19.1,8.9,-99.9,-99.9,17,7.1,11.5,0
1106,7/5/2009,0,19.2,11.5,-99.9,-99.9,16.6,8.6,11.4,0
1106,7/6/2009,0,19.3,10.6,-99.9,-99.9,20.1,8.4,13.2,0
1106,7/7/2009,0,19.6,5.1,4.8,5.1,19.6,5.1,11.8,0
1106,7/8/2009,0,19.6,7.5,7.3,7.5,18,4.9,10,0
1106,7/9/2009,0,19.8,4.8,4.4,4.8,10.6,3.9,5.7,0
1106,7/10/2009,0,19.8,7.3,7.1,7.3,14.1,4.5,8.4,0
1106,7/11/2009,0,19.8,10,10.3,10,17,4.9,10.9,0
1106,7/12/2009,0,19.8,12.4,12.7,12.4,21.6,9,15.5,0
1106,7/13/2009,0,20,9.2,9.5,9.2,19.8,9.2,13.2,0
1106,7/14/2009,0,20.7,4.7,4.2,4.7,17,4.4,8.9,0
1106,7/15/2009,0,20.9,9.1,9.2,9.1,11.2,4.4,7.3,0
1106,7/16/2009,0,20.9,9.5,9.7,9.5,17.9,8.7,12.6,0
1106,7/17/2009,0,20.9,13,13.7,13,20.4,7.3,14.8,0
1106,7/18/2009,0,20.9,14.4,15.1,14.4,21.8,10.6,16.7,0
1106,7/19/2009,0,20.9,18.8,20.1,18.8,23.8,11.1,18.2,0
1106,7/20/2009,0,21,10.1,11,10.1,23.1,10.1,17.6,0
1106,7/21/2009,0,21,9.1,9.3,9.1,18.7,7.6,12.3,0
1106,7/22/2009,0,21,12.1,12.6,12.1,22.1,8.1,14.6,0
1106,7/23/2009,0,21,15.6,16.7,15.6,23.8,10.1,17.2,0
1106,7/24/2009,0,21,17.8,18.7,17.8,26.6,14.1,19.4,0
1106,7/25/2009,0,21,14.4,15.2,14.4,22.9,11.4,15.6,0
1106,7/26/2009,0,21,14.5,15.2,14.5,23.4,12.7,17,0
1106,7/27/2009,0,21,11.5,11.8,11.5,23.1,11.5,16.6,0
1106,7/28/2009,0,22.7,7.8,8.2,7.8,11.8,7.5,9.4,0
1106,7/29/2009,0,22.8,6,5.6,6,16.9,6,9.3,0
1106,7/30/2009,0,22.8,4,3.9,4,14.3,3.9,7.3,0
1106,7/31/2009,0,22.8,11.3,11.6,11.3,16.7,3.9,10.9,0
1106,8/1/2009,0,22.9,10.2,10.6,10.2,14.1,6.5,9.7,0
1106,8/2/2009,0,22.9,15.5,16.3,15.5,20.6,9.4,15.3,0
1106,8/3/2009,0,22.9,10.8,11.7,10.8,22.5,10.8,17,0
