Montana (PST) SNOTEL Site Elk Peak - NRCS National Water and Climate Center ,,,,,,,,,,
,,,,,,,,,,
Site Id,Date,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TOBS.I-2 (degC) ,TOBS.I-3 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) 
1106,3/10/2011,24.3,10.8,0.5,-0.3,0.5,1.8,-6.2,-2.2,68
1106,3/11/2011,24.5,11,-4,-5.3,-4,7.1,-4.1,2,67
1106,3/12/2011,24.7,11,-6.4,-7.5,-6.4,0.4,-6.5,-3.5,69
1106,3/13/2011,24.7,11,-1.9,-2.8,-1.9,4.1,-9.5,-2.7,69
1106,3/14/2011,24.7,11,1.2,0.6,1.2,5.3,-3.5,0.4,69
1106,3/15/2011,24.8,11,-3.5,-4.6,-3.5,2.6,-3.8,-0.7,68
1106,3/16/2011,25,11.3,1,0,1,4.9,-3.6,0.8,69
1106,3/17/2011,25.3,11.4,-5.1,-6.3,-5.1,1.3,-5.1,-2.3,71
1106,3/18/2011,25.4,11.4,-5.5,-6.5,-5.5,1,-6.9,-4.9,71
1106,3/19/2011,25.5,11.4,-2.8,-3.6,-2.8,3.1,-6.8,-2.5,71
1106,3/20/2011,25.6,11.5,-5,-6.1,-5,5.8,-5.3,-1.5,72
1106,3/21/2011,25.7,11.5,-2.7,-3.8,-2.7,3.4,-7,-1.8,72
1106,3/22/2011,25.8,11.6,-2,-3,-2,4.5,-5,-1.3,71
1106,3/23/2011,26.1,11.7,-5.8,-7,-5.8,-1.9,-6.6,-4.8,72
1106,3/24/2011,26.2,11.7,-6.8,-8.1,-6.8,3.5,-8.8,-4.5,72
1106,3/25/2011,26.2,11.7,-3.3,-4.1,-3.3,2.3,-7,-3.3,72
1106,3/26/2011,26.4,11.9,-4,-5.3,-4,2.5,-5.1,-2.2,74
1106,3/27/2011,26.5,12,-4,-5.2,-4,3.7,-4.8,-2.5,74
1106,3/28/2011,26.6,12.2,-4.1,-5.3,-4.1,1.2,-5.6,-2.4,76
1106,3/29/2011,26.7,12.2,-4.7,-5.6,-4.7,1.1,-4.9,-3.2,75
1106,3/30/2011,26.8,12.2,-3.4,-4.4,-3.4,0.8,-7.6,-3.2,75
1106,3/31/2011,27.1,12.4,1.5,0.7,1.5,1.9,-3.6,-0.4,76
1106,4/1/2011,27.3,12.6,0.5,-0.2,0.5,4.8,0.5,2.5,75
1106,4/2/2011,27.5,12.6,5.3,5.1,5.3,5.3,-0.3,2.4,75
1106,4/3/2011,27.5,12.6,-6.8,-8,-6.8,6.9,-6.8,1.1,74
1106,4/4/2011,27.6,12.7,-6.6,-7.7,-6.6,-1.4,-8.2,-6.3,75
1106,4/5/2011,27.7,12.7,0.7,-0.1,0.7,0.7,-7.6,-2.8,74
1106,4/6/2011,28,12.9,-5.9,-6.9,-5.9,2.2,-5.9,-1.7,77
1106,4/7/2011,28.2,12.9,-5.4,-6.5,-5.4,0.5,-7,-3.7,78
1106,4/8/2011,28.8,13.4,-4.7,-5.8,-4.7,-1,-8.1,-4.4,84
1106,4/9/2011,29.3,13.7,-5.9,-6.9,-5.9,-1.7,-5.9,-4.4,86
1106,4/10/2011,29.3,13.8,-4.5,-5.5,-4.5,7.2,-7,-1.7,84
1106,4/11/2011,29.5,13.9,-0.3,-1.1,-0.3,3,-4.8,-1.2,84
1106,4/12/2011,29.7,14.2,-4.8,-6.1,-4.8,9.9,-4.8,1.3,83
1106,4/13/2011,29.8,14.2,-3.4,-4.5,-3.4,4.6,-6.9,-2.2,82
1106,4/14/2011,30.2,14.6,-1.4,-2.3,-1.4,5.3,-4.5,-0.1,86
1106,4/15/2011,30.9,14.7,-4.6,-5.6,-4.6,0.7,-5,-3.1,88
1106,4/16/2011,31.1,14.7,-2.1,-3.2,-2.1,2.6,-5.2,-1.3,87
1106,4/17/2011,31.2,14.9,-0.4,-1.4,-0.4,7.3,-2.3,1.6,87
1106,4/18/2011,31.7,15,-5.6,-6.8,-5.6,3.8,-6.2,-1.4,89
1106,4/19/2011,32.3,15.6,-7,-8.3,-7,-1.5,-7,-4.8,95
1106,4/20/2011,32.8,16,-8.5,-9.5,-8.5,0.4,-8.5,-6.3,98
1106,4/21/2011,32.9,16,-1.6,-2.4,-1.6,2.9,-9.2,-2.9,96
1106,4/22/2011,34,16.9,-6.9,-8.1,-6.9,5.4,-6.9,-0.8,102
1106,4/23/2011,34.7,17.2,-8.1,-9.1,-8.1,-2.8,-8.5,-5.8,104
1106,4/24/2011,34.7,17.2,-1.1,-1.8,-1.1,4.9,-8.3,-1.5,100
1106,4/25/2011,34.7,17.2,1.2,0.8,1.2,9,-4.4,2.4,97
1106,4/26/2011,34.8,17.4,-2.4,-3.5,-2.4,10.7,-2.4,2.7,97
1106,4/27/2011,35.3,17.7,-4.9,-6,-4.9,-0.3,-4.9,-2.8,100
1106,4/28/2011,35.5,17.7,0.4,-0.3,0.4,5.1,-5.9,-0.5,98
1106,4/29/2011,35.7,17.9,-7,-8.2,-7,5.8,-7,-0.7,99
1106,4/30/2011,35.8,18,-5.5,-6.7,-5.5,-1.6,-9.4,-5.2,99
1106,5/1/2011,36.1,18.2,-3.3,-4.4,-3.3,2.6,-6.2,-2.6,99
1106,5/2/2011,36.2,18.3,-3.2,-3.8,-3.2,4.3,-4.3,-1.6,98
1106,5/3/2011,36.2,18.3,4.6,4.3,4.6,11,-5.5,3.5,96
1106,5/4/2011,36.2,18.3,-4.7,-5.7,-4.7,4.7,-4.7,-0.1,96
1106,5/5/2011,36.2,18.3,1.3,0.8,1.3,5.3,-5.2,-0.1,95
1106,5/6/2011,36.1,18.3,1,0.3,1,12.2,0.8,5.6,93
1106,5/7/2011,36,18.4,1.2,0.7,1.2,9,-0.4,2.9,91
1106,5/8/2011,36,18.6,2.1,1.5,2.1,9.8,0.5,4.5,89
1106,5/9/2011,36.3,18.8,1.5,0.7,1.5,4.2,0.8,1.9,91
1106,5/10/2011,37.3,19.6,-0.1,-1,-0.1,2.4,-0.1,1,97
1106,5/11/2011,37.5,19.7,-1.1,-0.9,-1.1,8.1,-1.2,1.8,94
1106,5/12/2011,37.4,19.8,1.6,1.5,1.6,14,-2,5.1,92
1106,5/13/2011,37,19.8,5.6,6,5.6,16.9,0.5,8,89
1106,5/14/2011,36.2,19.8,0.4,-0.6,0.4,13.8,0.4,7,87
1106,5/15/2011,35.3,19.8,-2,-3,-2,1.8,-2.1,-0.4,86
1106,5/16/2011,33.9,19.9,2.8,2.3,2.8,8.3,-2.2,2.5,85
1106,5/17/2011,32.5,19.9,0.6,0,0.6,9.9,0.6,4.4,83
1106,5/18/2011,31.8,19.9,1,0.2,1,10.8,-1.3,3.7,82
1106,5/19/2011,32.7,19.9,-0.2,-0.9,-0.2,8.8,-0.3,3.5,81
1106,5/20/2011,33.2,20.1,1.4,0.6,1.4,10.3,-1.3,3.3,80
1106,5/21/2011,33.9,20.6,2.5,1.9,2.5,4.4,1,2.6,83
1106,5/22/2011,32.5,20.8,4.3,3.9,4.3,4.8,2.5,3.8,80
1106,5/23/2011,30.4,20.8,5.2,4.8,5.2,14.1,4,7.2,77
1106,5/24/2011,30,20.9,4.5,4.2,4.5,13.4,4.2,6.9,75
1106,5/25/2011,29.4,22.4,2.6,2,2.6,5.3,2.5,3.7,74
1106,5/26/2011,29.5,22.6,5.1,4.7,5.1,6.2,2.5,4.4,72
1106,5/27/2011,29.5,22.9,-1.9,-2.8,-1.9,5.9,-2.3,1.5,72
1106,5/28/2011,30.1,23,-1,-1.9,-1,4,-2.4,0.1,72
1106,5/29/2011,30.4,23.1,-1.2,-1.9,-1.2,6.6,-2.2,1.3,71
1106,5/30/2011,31.4,23.7,-0.4,-1.4,-0.4,0.9,-1.3,-0.1,78
1106,5/31/2011,31.8,24.1,0.1,-0.8,0.1,4.9,-0.7,1.3,78
1106,6/1/2011,32.2,24.3,3.4,2.9,3.4,12.2,-0.9,4.5,76
1106,6/2/2011,30.7,24.3,7.8,7.8,7.8,17.2,2.4,8.8,71
1106,6/3/2011,30.1,24.3,0.5,-0.4,0.5,10.7,0.5,4.9,69
1106,6/4/2011,30.8,24.7,0.8,0,0.8,2.4,-0.7,1,73
1106,6/5/2011,30.3,24.7,9.1,9.5,9.1,15,0.6,8.6,69
1106,6/6/2011,29.2,24.7,9.3,9.7,9.3,19.2,8.1,13.7,66
1106,6/7/2011,28.3,25.4,5.7,5.4,5.7,15.5,5.7,10.2,62
1106,6/8/2011,27.6,26,3,2.3,3,6.7,3,4.4,61
1106,6/9/2011,27.7,26.3,2.4,1.7,2.4,3,1.5,2.4,60
1106,6/10/2011,28.1,27,1.6,0.8,1.6,4.3,1.4,2.3,61
1106,6/11/2011,27.5,27,6.6,6.7,6.6,12.4,1.4,6.2,60
1106,6/12/2011,26.7,27.1,6.1,6.1,6.1,12.9,3.7,7.1,57
1106,6/13/2011,25.7,27.2,6.2,6.2,6.2,10.3,4.2,6.7,55
1106,6/14/2011,24.5,27.4,3.4,3,3.4,13.6,3.4,7.4,52
1106,6/15/2011,23.1,27.4,4.3,4.4,4.3,10.9,3,6.4,49
1106,6/16/2011,22.1,27.5,0.5,0.1,0.5,13.7,0.5,5.8,48
1106,6/17/2011,21.2,27.5,1.1,0.6,1.1,8.8,-1.3,3.4,45
1106,6/18/2011,20.6,27.5,4.3,4.1,4.3,8.4,0.4,4.3,44
1106,6/19/2011,19.2,27.6,5,4.7,5,13.8,4.4,7.3,42
1106,6/20/2011,18.1,27.8,4.4,4.3,4.4,10.2,3.8,6.1,40
1106,6/21/2011,16.8,27.8,6.8,7,6.8,13.6,3.9,7.8,37
1106,6/22/2011,15,27.8,6.9,7.5,6.9,16.8,5.4,10.8,33
1106,6/23/2011,13.1,28.2,12.5,13.4,12.5,20.1,6.5,13.7,30
1106,6/24/2011,10.9,28.5,7,7,7,21.1,7,12.6,26
1106,6/25/2011,9,28.5,5.4,5.3,5.4,16.1,5.1,9.9,23
1106,6/26/2011,7.1,28.5,6,6,6,13.5,3.3,8.4,19
1106,6/27/2011,5.4,28.5,4.3,4.4,4.3,12.2,3.9,7.2,17
1106,6/28/2011,3.6,28.5,12.2,12.9,12.2,17.4,3.6,11,12
1106,6/29/2011,1.5,28.5,13,14.5,13,24,12.2,17.7,7
1106,6/30/2011,0,28.5,8.2,8.4,8.2,23.7,8.2,16.2,0
1106,7/1/2011,0,28.5,5.9,5.8,5.9,15.6,5.9,10,0
1106,7/2/2011,0,28.5,8.5,8.8,8.5,16.4,3.7,10.2,0
1106,7/3/2011,0,28.5,14.3,15.4,14.3,22,7.4,15.5,0
1106,7/4/2011,0,28.5,12.7,13.8,12.7,26,12.6,18.7,0
1106,7/5/2011,0,28.5,12.4,13.2,12.4,23.1,10.2,16,0
1106,7/6/2011,0,28.5,13,13.8,13,23.9,11.8,16.9,0
1106,7/7/2011,0,28.5,12.7,13.4,12.7,21.6,11.2,15.6,0
1106,7/8/2011,0,28.5,14.5,15.4,14.5,24.5,11.5,17.3,0
1106,7/9/2011,0,28.5,8.3,8.5,8.3,19.9,7.2,13.5,0
1106,7/10/2011,0,28.6,9.6,10.2,9.6,19.2,6.6,12.3,0
1106,7/11/2011,0,28.6,10.8,11.2,10.8,21.9,9,14.3,0
1106,7/12/2011,0,28.8,10.7,11.2,10.7,21.8,9.2,12.9,0
1106,7/13/2011,0,28.8,12.6,13.4,12.6,23,10.6,15,0
1106,7/14/2011,0,28.8,11.5,12.2,11.5,23.5,10.4,15.6,0
1106,7/15/2011,0,28.8,9.5,9.9,9.5,17.3,8.3,11.4,0
1106,7/16/2011,0,28.9,13.6,14.5,13.6,19.5,8.1,13.8,0
1106,7/17/2011,0,28.9,13.6,14.6,13.6,22.5,12.4,17.2,0
1106,7/18/2011,0,28.9,15.8,17.2,15.8,23.2,12.2,16.8,0
1106,7/19/2011,0,28.9,19.6,21.3,19.6,27.5,15.8,21.6,0
1106,7/20/2011,0,28.9,7.4,7.3,7.4,26.5,7.3,19.4,0
1106,7/21/2011,0,28.9,10.3,10.8,10.3,16.4,5.5,10.5,0
1106,7/22/2011,0,28.9,11.7,12.2,11.7,20.2,6.7,13.5,0
1106,7/23/2011,0,28.9,6.5,7,6.5,17.5,6.5,12.8,0
1106,7/24/2011,0,28.9,9.9,10.8,9.9,18.5,5.4,11.9,0
1106,7/25/2011,0,28.9,15,16.2,15,24.2,8.6,17.1,0
1106,7/26/2011,0,28.9,15.2,16.6,15.2,26.1,12.8,18.5,0
1106,7/27/2011,0,28.9,9.2,9.5,9.2,19.2,9.1,14.2,0
1106,7/28/2011,0,29,10.7,11.2,10.7,18,7.7,12.1,0
1106,7/29/2011,0,29,10.6,11.2,10.6,20.2,8.1,13.4,0
1106,7/30/2011,0,29,13.6,14.4,13.6,23.1,9.8,16.7,0
1106,7/31/2011,0,29,17.2,18.6,17.2,25.5,12.1,17.9,0
1106,8/1/2011,0,29,15,16,15,26.3,13.8,19.1,0
1106,8/2/2011,0,29,12.8,13.6,12.8,21.8,12.8,15.9,0
1106,8/3/2011,0,29,13.8,14.5,13.8,23.2,12.2,16,0
1106,8/4/2011,0,29,16.4,17.5,16.4,23.8,13.2,16.8,0
1106,8/5/2011,0,29,13.7,14.4,13.7,24.8,12.6,17.6,0
1106,8/6/2011,0,29,11.9,12.8,11.9,17.5,10.2,13.4,0
1106,8/7/2011,0,29,13.8,14.6,13.8,21.5,11.6,15.6,0
1106,8/8/2011,0,29,11.2,11.9,11.2,20.9,10.4,15.5,0
1106,8/9/2011,0,29,11.8,12.2,11.8,20.4,8.6,13.9,0
1106,8/10/2011,0,29,11.4,12.1,11.4,19.7,8.9,13,0
1106,8/11/2011,0,29.1,8.7,8.8,8.7,21.4,8.1,14.1,0
1106,8/12/2011,0,29.1,6.1,6.9,6.1,16.6,6.1,11.7,0
1106,8/13/2011,0,29.1,9,9.4,9,19.3,5.5,12.7,0
1106,8/14/2011,0,29.2,15.3,16.3,15.3,23.8,8,16.6,0
1106,8/15/2011,0,29.2,15.2,16.6,15.2,23.6,13.3,18.1,0
1106,8/16/2011,0,29.2,5.6,5.7,5.6,20.3,5.4,13,0
1106,8/17/2011,0,29.3,10.2,11.2,10.2,16.9,2.6,10.2,0
1106,8/18/2011,0,29.4,13.8,14.8,13.8,21,9.7,14.9,0
1106,8/19/2011,0,29.4,8.5,9.1,8.5,20.1,8.5,14.1,0
1106,8/20/2011,0,29.4,8.2,8.4,8.2,19.1,7.1,12.5,0
1106,8/21/2011,0,29.4,12.8,14.2,12.8,22.3,7.5,14.5,0
1106,8/22/2011,0,29.4,15.8,17,15.8,24.8,11.9,17.9,0
1106,8/23/2011,0,29.4,15.5,16.3,15.5,25.6,15,19.4,0
1106,8/24/2011,0,29.4,14,15,14,22.3,12.8,16.8,0
1106,8/25/2011,0,29.4,14.6,16.5,14.6,25,13.6,18.6,0
1106,8/26/2011,0,29.4,13.7,14.9,13.7,23.2,10.9,16.7,0
1106,8/27/2011,0,29.4,15.3,17,15.3,26.3,13.5,19.1,0
1106,8/28/2011,0,29.4,15.9,17,15.9,25.3,13.6,19.4,0
1106,8/29/2011,0,29.4,16.4,17.7,16.4,24.1,12.2,18.2,0
1106,8/30/2011,0,29.4,11.6,12.2,11.6,22.7,10.8,15.5,0
1106,8/31/2011,0,29.4,13.8,15,13.8,21.2,11.4,15.4,0
1106,9/1/2011,0,29.5,5.6,5.4,5.6,17.2,5.6,10.7,0
1106,9/2/2011,0,29.5,7,7,7,10.1,4.1,6.1,0
1106,9/3/2011,0,29.5,1.1,1.1,1.1,13,1.1,7.9,0
1106,9/4/2011,0,29.5,4.3,4.1,4.3,13.4,0.4,6.3,0
1106,9/5/2011,0,29.6,14,15.1,14,19.7,3.6,13,0
1106,9/6/2011,0,29.6,12.8,14,12.8,22.5,7.6,15.9,0
1106,9/7/2011,0,29.6,12.4,13.5,12.4,21.5,9.3,15.2,0
1106,9/8/2011,0,29.6,13.8,14.8,13.8,22,12.3,16.6,0
1106,9/9/2011,0,29.6,13.5,14.7,13.5,21.4,11.9,15.8,0
1106,9/10/2011,0,29.6,11.6,12.4,11.6,21,10,15.1,0
1106,9/11/2011,0,29.6,12.2,13,12.2,21.3,10.6,15.2,0
1106,9/12/2011,0,29.6,8.9,9.4,8.9,22.3,8.9,16.2,0
1106,9/13/2011,0,29.6,11.6,12.6,11.6,19.9,6.8,14.6,0
1106,9/14/2011,0,29.6,2.4,1.9,2.4,16.8,2.4,10,0
1106,9/15/2011,0,29.6,4.3,4.1,4.3,5.1,1.5,3,0
1106,9/16/2011,0,29.6,12.5,13.3,12.5,19.2,4.2,12.9,0
1106,9/17/2011,0,29.6,5.3,5.3,5.3,12.6,4.8,8,0
1106,9/18/2011,0,29.6,5,4.7,5,11,3.8,6.5,0
1106,9/19/2011,0,29.6,8.2,8.4,8.2,12.1,4.3,8,0
1106,9/20/2011,0,29.6,0.8,0.2,0.8,12.4,0.4,5.7,0
1106,9/21/2011,0,29.6,4.3,4.2,4.3,10.5,-1.2,4.2,0
1106,9/22/2011,0,29.8,11.4,12.1,11.4,16.6,2.5,10,0
1106,9/23/2011,0,29.8,14.5,15.4,14.5,19.4,10.4,14.5,0
1106,9/24/2011,0,29.8,15.1,16.2,15.1,20.7,11.7,16,0
1106,9/25/2011,0,29.8,13.9,14.9,13.9,23.2,13.3,16.9,0
1106,9/26/2011,0,29.8,13.5,14.5,13.5,23.7,13.5,17.5,0
1106,9/27/2011,0,29.8,12.6,13.2,12.6,17.2,6.6,12.4,0
1106,9/28/2011,0,29.8,10.9,11,10.9,20.5,10.9,14.9,0
1106,9/29/2011,0,29.8,1.7,1.4,1.7,13.6,1.7,8.3,0
1106,9/30/2011,0,29.8,13.9,14.9,13.9,14.3,0.4,6.5,0
1106,10/1/2011,0,0,15.5,16.7,15.5,21.8,12.9,16.3,0
1106,10/2/2011,0,0,14.6,15.5,14.6,23,14.4,17.5,0
1106,10/3/2011,0,0,12.3,13,12.3,16.8,11.6,13.8,0
1106,10/4/2011,0,0,12.6,13.5,12.6,20,10.8,14.5,0
1106,10/5/2011,0,0,7.2,7.7,7.2,16.9,7.2,11.2,0
1106,10/6/2011,0,0.4,4.9,4.7,4.9,12.5,4.9,7.8,0
1106,10/7/2011,0,0.6,1,0.2,1,7.2,0.9,3.5,0
1106,10/8/2011,0,0.9,0.4,-0.4,0.4,2.5,0.1,1.1,0
1106,10/9/2011,0,1,0.7,-0.1,0.7,4.1,-0.5,1.4,0
1106,10/10/2011,0,1.1,0.4,0.4,0.4,7.6,-0.3,3.1,0
1106,10/11/2011,0,1.1,3.2,2.7,3.2,8.6,0.2,4.4,0
1106,10/12/2011,0,1.2,1.1,0.3,1.1,5.3,1,2.5,0
1106,10/13/2011,0,1.3,1.9,1.3,1.9,5.1,0.4,2,0
1106,10/14/2011,0,1.3,0.7,0,0.7,4.5,0.1,1.5,0
1106,10/15/2011,0,1.3,6,5.7,6,6.9,-0.4,3.2,0
1106,10/16/2011,0,1.4,0.7,0.2,0.7,7,-0.2,3,0
1106,10/17/2011,0,1.5,-0.6,-1.4,-0.6,5,-1,2,0
1106,10/18/2011,0,1.5,-0.9,-1.7,-0.9,4.6,-2.8,0.1,0
1106,10/19/2011,0,1.6,6.3,6.4,6.3,8,-2,3.4,0
1106,10/20/2011,0,1.6,4.9,4.6,4.9,11.8,4.5,7.9,0
1106,10/21/2011,0,1.6,3.1,2.5,3.1,8.2,2.9,5.3,0
1106,10/22/2011,0,1.7,3.2,2.5,3.2,5.6,2,3.4,0
1106,10/23/2011,0,1.7,3.5,3.1,3.5,7.5,2.1,4.4,0
1106,10/24/2011,0,1.8,5.3,5.2,5.3,7.1,2.5,4.6,0
1106,10/25/2011,0.4,2.3,-5.3,-6.4,-5.3,5.3,-5.3,0,4
1106,10/26/2011,0.5,2.4,-7.5,-8.5,-7.5,0,-7.6,-4.9,3
1106,10/27/2011,0.6,2.4,-2.3,-3.2,-2.3,-0.7,-8,-4.2,3
1106,10/28/2011,0.6,2.4,-5.6,-6.3,-5.6,0.3,-6.4,-2.5,3
1106,10/29/2011,0.6,2.5,3.3,2.7,3.3,4.8,-7.9,0.8,3
1106,10/30/2011,0.6,2.5,-1.8,-2.7,-1.8,3.4,-2,0.4,3
1106,10/31/2011,0.6,2.5,5.5,5.3,5.5,7.3,-1.9,3.8,2
1106,11/1/2011,0.5,2.5,-5.2,-6.3,-5.2,5.7,-5.2,1.2,2
1106,11/2/2011,0.6,2.5,-8.6,-9.5,-8.6,-2.3,-8.6,-5.8,3
1106,11/3/2011,0.7,2.5,3.1,2.8,3.1,3.4,-9.9,-2.3,2
1106,11/4/2011,0.7,2.5,0.7,0,0.7,4.7,-2.2,1.6,2
1106,11/5/2011,1,2.8,-1.3,-2,-1.3,7.6,-1.3,1.8,5
1106,11/6/2011,1.1,3,-10.7,-12.2,-10.7,-1.1,-10.8,-6.1,6
1106,11/7/2011,1.2,3,-9.4,-10.5,-9.4,-6,-11.4,-9.2,6
1106,11/8/2011,1.2,3,-6.8,-8.1,-6.8,-3.8,-10.8,-7.1,5
1106,11/9/2011,1.2,3,-6,-7,-6,-2,-7,-4.9,5
1106,11/10/2011,1.3,3.1,-1.1,-1.9,-1.1,-0.6,-6.8,-3.3,5
1106,11/11/2011,1.3,3.1,1.2,0.3,1.2,2.7,-1.7,0.7,4
1106,11/12/2011,1.2,3.1,0.6,-0.1,0.6,5.2,0,2.3,4
1106,11/13/2011,1.7,3.3,-6.4,-7.5,-6.4,0.8,-7.1,-4.6,4
1106,11/14/2011,2.1,3.5,-5.5,-6.7,-5.5,-2.9,-6.4,-5,6
1106,11/15/2011,2.7,3.7,-10,-11.2,-10,-4,-10,-6,8
1106,11/16/2011,2.8,3.8,-13.8,-14.9,-13.8,-9.7,-13.8,-11.6,8
1106,11/17/2011,3.1,3.8,-4.7,-5.8,-4.7,-4.5,-14.4,-9.6,9
1106,11/18/2011,3.2,3.9,-7.6,-8.9,-7.6,0.8,-7.7,-4,10
1106,11/19/2011,3.3,3.9,-19.9,-20.6,-19.9,-7.1,-19.9,-12.3,11
1106,11/20/2011,3.5,4.1,-10.3,-11.5,-10.3,-9,-21.8,-13.6,11
1106,11/21/2011,3.6,4.2,-4.3,-5.4,-4.3,-4.2,-10.8,-7,13
1106,11/22/2011,3.6,4.2,-1.9,-2.8,-1.9,0.7,-4.4,-2.2,13
1106,11/23/2011,3.6,4.2,1.4,0.7,1.4,2.2,-2.2,0.4,12
1106,11/24/2011,3.6,4.2,3.1,2.7,3.1,5.9,1.4,3.6,11
1106,11/25/2011,3.6,4.2,0.1,-0.6,0.1,4.8,0,2.8,11
1106,11/26/2011,3.6,4.2,-10.3,-11.4,-10.3,0.4,-10.4,-5.5,11
1106,11/27/2011,3.7,4.2,0.9,0.2,0.9,0.9,-11.7,-4,11
1106,11/28/2011,3.7,4.2,3.2,2.6,3.2,6.4,0.7,3.8,11
1106,11/29/2011,3.7,4.2,-1.3,-2.1,-1.3,3.4,-1.3,0.5,11
1106,11/30/2011,3.7,4.2,0.4,-0.3,0.4,2.9,-1.3,0.4,11
1106,12/1/2011,4,4.2,-9.4,-10.7,-9.4,0.6,-9.6,-5.1,11
1106,12/2/2011,4.1,4.3,-3.8,-5,-3.8,-2.5,-13.5,-7.4,12
1106,12/3/2011,4.1,4.3,-11.5,-12.6,-11.5,-2.5,-11.5,-7,12
1106,12/4/2011,4.1,4.3,-8.4,-9.6,-8.4,-8.3,-12.4,-10.1,12
1106,12/5/2011,4.1,4.3,-17.3,-18.4,-17.3,-8.4,-18.6,-14.4,12
1106,12/6/2011,4.2,4.3,-7.5,-8.6,-7.5,-7,-18.8,-11.4,13
1106,12/7/2011,4.2,4.3,-3.6,-4.5,-3.6,-0.9,-9.8,-4.1,13
1106,12/8/2011,4.2,4.3,-8.9,-10.1,-8.9,-1.5,-9.7,-4.8,13
1106,12/9/2011,4.2,4.3,-8.1,-9.2,-8.1,-5.8,-9.5,-7.8,13
1106,12/10/2011,4.2,4.4,1.5,1,1.5,1.6,-8.2,-3.8,13
1106,12/11/2011,4.2,4.4,-1,-1.8,-1,5,-1.1,2.2,13
1106,12/12/2011,4.2,4.4,-7,-8.2,-7,0.9,-7.2,-3.2,13
1106,12/13/2011,4.2,4.4,-2.9,-3.8,-2.9,-2.5,-8.5,-6.1,13
1106,12/14/2011,4.2,4.4,-5.6,-6.8,-5.6,-2.6,-6.5,-4.4,12
1106,12/15/2011,4.3,4.5,-6.3,-7.4,-6.3,-5.1,-6.3,-5.6,13
1106,12/16/2011,4.4,4.5,-6.6,-7.9,-6.6,-4.1,-6.7,-5.4,13
1106,12/17/2011,4.5,4.5,-1.3,-2.1,-1.3,-1.3,-7.9,-4.6,13
1106,12/18/2011,4.5,4.6,2.7,2.3,2.7,3.9,-1.9,1.4,13
1106,12/19/2011,4.5,4.6,-6.4,-7.5,-6.4,4.1,-6.4,0.5,13
1106,12/20/2011,4.5,4.6,-2.9,-3.7,-2.9,-0.9,-8.8,-4.5,13
1106,12/21/2011,4.4,4.6,-5.1,-6.3,-5.1,0.4,-5.1,-2.3,13
1106,12/22/2011,4.4,4.6,-12.2,-13.4,-12.2,-5.1,-12.7,-9,13
1106,12/23/2011,4.4,4.6,-4.7,-5.8,-4.7,-4.6,-12.5,-8.2,13
1106,12/24/2011,4.3,4.6,-3.6,-4.6,-3.6,-0.6,-4.9,-2.7,12
1106,12/25/2011,4.3,4.6,-1.5,-2.1,-1.5,-0.2,-4.5,-1.8,12
1106,12/26/2011,4.3,4.6,-2.8,-3.8,-2.8,5.2,-3.1,0.7,12
1106,12/27/2011,4.3,4.6,-2.6,-3.6,-2.6,-2.5,-7.5,-4.9,12
1106,12/28/2011,4.3,4.6,-1.4,-2.5,-1.4,-0.9,-4.5,-2.3,12
1106,12/29/2011,4.3,4.7,2,1.3,2,2.9,-1.5,0.9,12
1106,12/30/2011,4.4,4.8,-1.3,-2.3,-1.3,2.6,-4.2,-1.6,13
1106,12/31/2011,5,5.2,-4.6,-5.7,-4.6,3.1,-4.6,-1.1,16
1106,1/1/2012,5.8,5.2,-12.9,-13.8,-12.9,-4.6,-12.9,-8.7,18
1106,1/2/2012,5.8,5.2,0.6,-0.1,0.6,0.8,-12.6,-5.3,18
1106,1/3/2012,5.8,5.2,2.2,1.7,2.2,7.8,0.5,4.2,18
1106,1/4/2012,5.8,5.2,1,0.3,1,2.5,-1.2,0.5,18
1106,1/5/2012,5.8,5.2,5.3,5.2,5.3,7.1,0.8,4.7,17
1106,1/6/2012,5.7,5.2,-6.1,-7.3,-6.1,6.2,-6.1,0.6,17
1106,1/7/2012,5.7,5.2,-7.1,-8.2,-7.1,-4.3,-8.8,-6.6,17
1106,1/8/2012,5.7,5.2,-9.1,-10.1,-9.1,-5.1,-11.7,-8.7,17
1106,1/9/2012,5.7,5.2,-0.2,-1.1,-0.2,0.7,-9.4,-3.2,17
1106,1/10/2012,5.7,5.2,1.3,0.5,1.3,4.3,-0.9,1.3,17
1106,1/11/2012,5.9,5.3,-16.3,-17.3,-16.3,2.4,-16.3,-4.8,19
1106,1/12/2012,6.1,5.3,-7.8,-9,-7.8,-7.3,-20.2,-13.5,18
1106,1/13/2012,6.2,5.4,-4.4,-5.6,-4.4,-1.8,-9.4,-6.1,19
1106,1/14/2012,5.9,5.4,-2,-3,-2,-1.5,-4.4,-2.8,17
1106,1/15/2012,5.9,5.4,-2.2,-3.2,-2.2,2.4,-2.3,-0.2,17
1106,1/16/2012,5.9,5.4,-16.1,-17.2,-16.1,-1.8,-16.1,-10.6,17
1106,1/17/2012,5.9,5.4,-15.3,-16.5,-15.3,-9.9,-18.4,-15.2,17
