New Mexico (PST) SNOTEL Site Quemazon - NRCS National Water and Climate Center ,,,,,,,,
,,,,,,,,
Site Id,Date,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) 
708,10/1/2007,0,0,6.3,15.1,-0.3,7.5,1
708,10/2/2007,0,0.2,8.3,16.4,6.2,9.7,1
708,10/3/2007,0,0.3,3.6,14.8,3.5,8.2,1
708,10/4/2007,0,0.3,5.5,16,2.2,8.5,1
708,10/5/2007,0,0.4,6.6,17,5.4,9.5,1
708,10/6/2007,0,0.4,8.4,15.9,6.1,10.9,1
708,10/7/2007,0,0.4,-1,15.4,-1,8.4,1
708,10/8/2007,0,0.4,-0.9,8.4,-2.2,2.2,1
708,10/9/2007,0,0.4,4,14.7,-1,6.5,1
708,10/10/2007,0,0.4,8,15.3,2.5,8.8,1
708,10/11/2007,0,0.4,6.4,15.1,6.1,9.3,1
708,10/12/2007,0,0.4,7.5,17.8,4,9.8,1
708,10/13/2007,0,0.4,7.5,17.6,4.9,11.1,1
708,10/14/2007,0,0.4,1,12.9,1,7.5,1
708,10/15/2007,0,0.4,0.7,10,-1.2,3.6,1
708,10/16/2007,0,0.4,1.6,10,-0.6,3.6,1
708,10/17/2007,0,0.4,1.2,11.8,0.3,4.7,1
708,10/18/2007,0,0.5,0.1,6.9,-0.2,2.3,1
708,10/19/2007,0,0.5,2.8,6.1,-1.9,1.5,1
708,10/20/2007,0,0.5,2.5,14.4,1.9,6.9,1
708,10/21/2007,0,0.5,6.9,15.1,2.3,9.2,1
708,10/22/2007,0,0.7,-5.3,6.9,-5.8,-1.4,2
708,10/23/2007,0,0.7,3.3,4.8,-8.2,-1.6,1
708,10/24/2007,0,0.7,3.4,14,-0.7,5.7,1
708,10/25/2007,0,0.7,5.7,13.6,2.3,7,1
708,10/26/2007,0,0.7,5.3,16,4.5,8.5,1
708,10/27/2007,0,0.7,5.2,16.6,3.5,8.6,1
708,10/28/2007,0,0.7,3.8,13.9,3.1,6.8,1
708,10/29/2007,0,0.7,4.3,13.6,3.2,7.2,1
708,10/30/2007,0,0.7,3.6,14.8,3.2,7.5,1
708,10/31/2007,0,0.7,2.5,12.9,1.6,6.3,1
708,11/1/2007,0,0.7,-0.3,11,-0.9,4.1,1
708,11/2/2007,0,0.7,1,10.1,-0.6,3.3,1
708,11/3/2007,0,0.7,-0.1,10.9,-0.8,4,1
708,11/4/2007,0,0.7,2.4,11.1,-0.1,4.3,1
708,11/5/2007,0,0.7,2.9,13.9,2,6.1,1
708,11/6/2007,0,0.7,1.5,13.2,-0.1,6,1
708,11/7/2007,0,0.7,1.9,12.4,0.9,5.2,1
708,11/8/2007,0,0.7,3.5,13.8,1.2,6.3,1
708,11/9/2007,0,0.7,3.1,14,2.5,6.6,1
708,11/10/2007,0,0.7,4.5,13,2.4,6.3,1
708,11/11/2007,0,0.7,1.9,12.1,1.9,5.7,1
708,11/12/2007,0,0.7,1.3,11.2,0.1,4.3,1
708,11/13/2007,0,0.7,0.9,11.7,0.9,5,1
708,11/14/2007,0,0.7,2.4,12.5,-0.3,4.8,1
708,11/15/2007,0,0.7,-3.8,9.6,-3.8,2.9,1
708,11/16/2007,0,0.7,1.8,10.1,-4,2.6,1
708,11/17/2007,0,0.7,2.5,11.7,-0.2,4.7,1
708,11/18/2007,0,0.8,3,10.3,0.9,4.9,1
708,11/19/2007,0,0.8,2.7,14.2,0.5,6.1,1
708,11/20/2007,0,0.8,3.5,15.5,2.3,6.5,0
708,11/21/2007,0,0.8,2.6,11.3,0.6,5.2,1
708,11/22/2007,0,0.8,-5.2,4.7,-6.3,-0.6,1
708,11/23/2007,0,0.8,-5.3,1.9,-5.9,-2.8,1
708,11/24/2007,0.5,1.3,-8.9,-2.3,-9,-5.2,5
708,11/25/2007,0.5,1.3,-8.2,-1.7,-9.7,-7,5
708,11/26/2007,0.5,1.3,-2.5,5.3,-8.7,-2.3,4
708,11/27/2007,0.5,1.3,-5.1,4.1,-5.1,-0.9,4
708,11/28/2007,0.5,1.3,1.6,6.8,-7.1,0.3,3
708,11/29/2007,0.5,1.3,-6.2,3.9,-8.3,-1.7,3
708,11/30/2007,0.5,1.3,-1.7,7,-7,-1,3
708,12/1/2007,0.9,2.5,4.4,4.4,-1.7,2.6,2
708,12/2/2007,0.9,4,-3.4,5.4,-3.5,1.3,3
708,12/3/2007,0.9,4.2,-4.8,-0.3,-6.6,-4.7,4
708,12/4/2007,0.9,4.2,4,9.3,-4.9,2.3,3
708,12/5/2007,0.9,4.2,4.1,12.7,1.2,5.6,3
708,12/6/2007,0.9,4.2,2.6,7.9,1.1,3.6,2
708,12/7/2007,0.9,4.2,1.1,5.9,-0.3,2,3
708,12/8/2007,1,4.4,1.5,4.8,1.1,2.5,1
708,12/9/2007,2.1,5.5,-5.5,1.6,-5.5,-0.3,9
708,12/10/2007,2.1,5.6,-1.9,-1.3,-10.1,-4.4,9
708,12/11/2007,2.6,6.1,-2.5,1.7,-2.6,-0.6,15
708,12/12/2007,2.9,6.4,-6.1,-1.5,-8.6,-4.6,17
708,12/13/2007,2.9,6.6,-12.1,-1.5,-12.3,-7.7,15
708,12/14/2007,2.9,6.6,-9.5,0.1,-12.1,-7.4,15
708,12/15/2007,2.9,6.6,-13,-4.3,-13.5,-8.4,17
708,12/16/2007,3,6.7,-11.8,-6,-17.1,-12.6,16
708,12/17/2007,3,6.7,-9,1.2,-11.9,-6.2,15
708,12/18/2007,3,6.7,-4.7,1.2,-9.9,-5.2,14
708,12/19/2007,3,6.7,-7.8,0.7,-8.9,-5.4,14
708,12/20/2007,3,6.7,-5.3,0.6,-9,-4.8,14
708,12/21/2007,3,6.7,-3.3,3.1,-7.9,-3.3,14
708,12/22/2007,3,6.8,-11,0.6,-11,-4.3,14
708,12/23/2007,3,6.8,-10.6,-3.5,-12.6,-9.3,14
708,12/24/2007,3,6.8,-11.8,-0.2,-12.2,-7.3,14
708,12/25/2007,3,6.8,-3.4,3.7,-13.1,-5.1,14
708,12/26/2007,3,6.9,-12.6,0.4,-12.8,-5.9,14
708,12/27/2007,3,6.9,-12.7,-2.7,-14.5,-9.8,14
708,12/28/2007,3,6.9,-18.7,-7.2,-18.8,-12.5,15
708,12/29/2007,3,7.1,-13,-7,-20.6,-13.9,15
708,12/30/2007,3,7.1,-9,-6.2,-15.2,-10.8,14
708,12/31/2007,3,7.1,-5.4,-1.1,-11,-5.5,14
708,1/1/2008,3,7.1,-17.3,-5,-17.8,-9.3,15
708,1/2/2008,3,7.1,-3.3,1.7,-17.7,-8.4,14
708,1/3/2008,3,7.1,-3.1,3.7,-5.3,-1.9,14
708,1/4/2008,3.1,7.1,-1.1,6.3,-3.4,-0.1,14
708,1/5/2008,3.1,7.1,-0.2,2.8,-2.4,-0.2,14
708,1/6/2008,3.6,7.3,0.3,2.5,-0.2,0.7,18
708,1/7/2008,4.3,7.8,-3.7,0.6,-3.7,-1.2,22
708,1/8/2008,5,8.2,-9.4,-1.6,-9.5,-4.6,29
708,1/9/2008,5.1,8.4,-8.4,-2.4,-11.5,-7.8,27
708,1/10/2008,5.1,8.4,-9.4,-4.2,-9.5,-7,28
708,1/11/2008,5.1,8.5,-9.1,-2.6,-10.8,-7.3,26
708,1/12/2008,5.1,8.5,-11.3,0.4,-11.4,-5.5,25
708,1/13/2008,5.1,8.6,-11.8,-1.6,-12.4,-9,25
708,1/14/2008,5.1,8.6,-10.5,-1.3,-12.3,-8.1,24
708,1/15/2008,5.1,8.6,-8.2,-0.8,-10.7,-7.2,23
708,1/16/2008,5.1,8.7,-10.8,1.8,-10.8,-5.1,23
708,1/17/2008,5.1,8.9,-21.2,-9,-21.5,-14.4,24
708,1/18/2008,5.1,9,-15.4,-6.7,-22.4,-15.6,23
708,1/19/2008,5.1,9,-16.1,-5.9,-16.4,-12.6,23
708,1/20/2008,5.1,9,-8.9,-1.2,-18.1,-9.4,23
708,1/21/2008,5.1,9,-7.8,1.8,-10.7,-5.3,23
708,1/22/2008,5.1,9,-7.3,-0.4,-9,-5.4,23
708,1/23/2008,5.1,9,-8.9,1,-10.4,-5.6,23
708,1/24/2008,5.2,9,-3.3,2.6,-9.2,-4.6,23
708,1/25/2008,5.4,9,-3.4,0.1,-4.3,-2.5,21
708,1/26/2008,5.4,9.1,-9.4,-1.4,-9.9,-5.4,25
708,1/27/2008,5.4,9.1,-4.6,4.3,-10.1,-4.5,24
708,1/28/2008,6.1,9.6,1.3,4.7,-4.6,0.5,27
708,1/29/2008,7.2,10.4,-10.9,1.5,-10.9,-2.9,34
708,1/30/2008,7.2,10.7,-10,-5.7,-16.1,-11.7,32
708,1/31/2008,7.2,10.7,-14.8,-4.9,-15,-10.3,33
708,2/1/2008,7.2,10.7,-10.7,-4.6,-19.3,-12.3,32
708,2/2/2008,7.2,10.7,-10.1,-0.3,-11.2,-6.4,31
708,2/3/2008,7.2,10.7,-6.4,-1.1,-10.1,-5.4,30
708,2/4/2008,8,11.3,-2.4,-1.9,-6.7,-4,37
708,2/5/2008,8.8,12.1,-8.1,-2.4,-8.1,-5,46
708,2/6/2008,8.8,12.2,-14.8,-5.7,-15,-10.1,44
708,2/7/2008,8.8,12.3,-9.9,-0.3,-15.3,-7.8,42
708,2/8/2008,8.8,12.3,-3.2,2.1,-12.9,-4.3,40
708,2/9/2008,8.8,12.3,-4.1,1.2,-6.4,-3.3,39
708,2/10/2008,8.8,12.3,-2.8,6.4,-6.7,-0.5,38
708,2/11/2008,8.8,12.3,-3.6,8.1,-3.6,0.4,37
708,2/12/2008,8.8,12.3,-4.8,6.5,-6.3,-0.9,37
708,2/13/2008,8.8,12.3,-3.8,5.8,-6,-1.2,36
708,2/14/2008,8.8,12.3,0.9,8.5,-5.1,1.4,35
708,2/15/2008,8.8,12.3,-1.6,5.5,-1.7,1.4,35
708,2/16/2008,8.8,12.3,-2.3,4.9,-2.9,-0.5,35
708,2/17/2008,8.8,12.3,-4.8,5.5,-4.8,-0.5,35
708,2/18/2008,8.8,12.4,-9.2,0.4,-11,-5,35
708,2/19/2008,8.8,12.4,-4.3,4.5,-11.7,-3.4,34
708,2/20/2008,8.8,12.4,-2.5,6.9,-5.5,-0.5,34
708,2/21/2008,8.9,12.4,-1.8,4.3,-3.5,-0.6,33
708,2/22/2008,8.9,12.4,-4.9,0.3,-6.6,-3.3,34
708,2/23/2008,9.2,12.5,-2.7,3,-5.9,-2.3,38
708,2/24/2008,9.4,12.9,-7.6,0.4,-7.7,-3.6,40
708,2/25/2008,10.1,13.1,-1.6,3.6,-8.4,-1.8,43
708,2/26/2008,10,13.3,-7.4,2.2,-7.4,-2.3,42
708,2/27/2008,10,13.4,-5.7,4.4,-8.7,-3.3,41
708,2/28/2008,10,13.4,-2.4,10.2,-6.2,0.3,39
708,2/29/2008,10,13.4,-1.8,10.7,-3,2.5,38
708,3/1/2008,10,13.4,0.5,9.9,-2.6,3.3,37
708,3/2/2008,10,13.4,3.2,11.8,-0.9,5,35
708,3/3/2008,10.1,13.5,-10,3.4,-10,-3.3,40
708,3/4/2008,10.2,13.7,-8.6,-1.3,-11.4,-7.1,39
708,3/5/2008,10.2,13.8,-5.1,5.7,-9.3,-2.1,37
708,3/6/2008,10.3,13.8,-7.9,2.8,-9.4,-4.2,37
708,3/7/2008,10.3,13.9,-12.8,-2.3,-12.9,-8,40
708,3/8/2008,10.3,13.9,-6.4,3.6,-14.2,-5.2,38
708,3/9/2008,10.3,13.9,-3.4,4,-8.4,-2.3,38
708,3/10/2008,10.3,13.9,-5.9,2.6,-5.9,-2.4,36
708,3/11/2008,10.3,13.9,-4,5.4,-6.9,-1.4,37
708,3/12/2008,10.3,13.9,-1.2,8.2,-7.1,0.1,35
708,3/13/2008,10.3,13.9,-0.3,10.4,-1.6,3.5,34
708,3/14/2008,10.3,13.9,1.5,7.6,-3.8,2.3,33
708,3/15/2008,10.3,13.9,-6.5,6,-6.5,0.4,33
708,3/16/2008,10.2,13.9,-4.3,6.1,-7.3,-0.6,32
708,3/17/2008,10,13.9,-3.4,6.8,-5.1,0.6,32
708,3/18/2008,10,13.9,-7.8,3.4,-8.2,-3.7,31
708,3/19/2008,10,13.9,-4.9,6.1,-8.3,-1.6,30
708,3/20/2008,9.9,13.9,-0.8,8.1,-5.9,0.4,29
708,3/21/2008,9.6,13.9,0.7,10.9,-3.2,3.1,27
708,3/22/2008,9.3,13.9,-1.6,9.5,-2.3,2.5,26
708,3/23/2008,9,13.9,-3.7,8.7,-3.7,1.5,25
708,3/24/2008,8.9,13.9,-4.5,4.5,-6.3,-1.6,24
708,3/25/2008,8.5,13.9,-1.6,11.1,-4.6,2.3,22
708,3/26/2008,7.9,13.9,-0.6,11.9,-2.6,3.8,21
708,3/27/2008,7.3,13.9,3.2,11,-1.3,4.8,19
708,3/28/2008,6.6,13.9,0.6,10.7,-0.2,4.4,17
708,3/29/2008,6.3,13.9,-1.9,9.6,-1.9,3.1,17
708,3/30/2008,5.7,13.9,3.3,11,-2.7,4,15
708,3/31/2008,5,13.9,0.9,10.7,0.6,5.6,13
708,4/1/2008,4.5,13.9,-2.7,6.6,-2.7,1.4,12
708,4/2/2008,3.7,13.9,0.5,8.1,-3.2,2,10
708,4/3/2008,3,13.9,1.2,11.8,-0.7,5.3,7
708,4/4/2008,2.7,13.9,-2.6,6.8,-2.7,1.3,7
708,4/5/2008,1.8,13.9,0.3,9.5,-4.9,1.7,4
708,4/6/2008,1.1,13.9,1.5,8.9,-2,3.7,2
708,4/7/2008,0.5,13.9,2.3,10.1,-1.5,3.8,1
708,4/8/2008,0.1,13.9,-0.2,10,-1,4,1
708,4/9/2008,0,13.9,3.6,8.8,-3.6,3.3,1
708,4/10/2008,0.3,14.1,-3.5,3.7,-3.6,-0.2,4
708,4/11/2008,0.3,14.1,-4.4,0.1,-6.6,-3.3,1
708,4/12/2008,0.3,14.1,-5.7,1.6,-7.7,-4.2,1
708,4/13/2008,0,14.2,-2.5,7,-9.5,-0.9,1
708,4/14/2008,0,14.2,0.6,9.4,-4.2,2.7,1
708,4/15/2008,0,14.2,2,13.9,-0.4,6.7,1
708,4/16/2008,0,14.2,5,15.3,-0.2,7.9,1
708,4/17/2008,0,14.2,-2,12.7,-2,5.2,1
708,4/18/2008,0,14.2,-2.4,1.3,-5.1,-1.8,1
708,4/19/2008,0,14.2,0.2,12.2,-4.6,3.2,1
708,4/20/2008,0,14.2,3.6,11.9,-0.2,7,1
708,4/21/2008,0,14.3,-0.2,12.2,-0.2,6,1
708,4/22/2008,0,14.3,0.4,12.2,-2.8,4.6,1
708,4/23/2008,0,14.3,5.6,15.2,-0.4,7.5,1
708,4/24/2008,0,14.3,4.3,15.1,1.6,8.2,1
708,4/25/2008,0,14.3,1.1,13.5,0,6.1,1
708,4/26/2008,0,14.3,-0.7,10,-2.4,3.1,1
708,4/27/2008,0,14.3,-1,10.3,-1.7,3.5,1
708,4/28/2008,0,14.3,-0.9,8.7,-4.2,2.1,1
708,4/29/2008,0,14.3,2.1,14.8,-1.3,6,1
708,4/30/2008,0,14.3,7.2,15.9,2.1,8.9,1
708,5/1/2008,0,14.3,4.6,15.9,4.5,9.2,1
708,5/2/2008,0,14.3,-4.5,5.1,-4.5,0.9,1
708,5/3/2008,0,14.3,-1.9,6.9,-4.9,0.5,1
708,5/4/2008,0,14.3,2.8,11.2,-3.5,3.7,1
708,5/5/2008,0,14.3,5.5,15.7,1.3,8.5,0
708,5/6/2008,0,14.3,4.8,17.8,3.2,9.5,1
708,5/7/2008,0,14.3,4.4,15.5,3,7.8,1
708,5/8/2008,0,14.3,5.8,15.4,3.3,8.8,1
708,5/9/2008,0,14.3,1.6,13.5,1.5,6.4,1
708,5/10/2008,0,14.3,5,15,0.2,7.7,1
708,5/11/2008,0,14.3,3.1,12.8,2,6.6,1
708,5/12/2008,0,14.3,7.1,16.7,0.1,9,0
708,5/13/2008,0,14.3,5.4,16.3,4.4,10.1,1
708,5/14/2008,0,14.3,1.8,11.9,1.5,6.3,1
708,5/15/2008,0,14.3,3,7,1.2,3.7,0
708,5/16/2008,0,14.9,-0.3,3,-0.5,1.4,1
708,5/17/2008,0,14.9,3.8,9.8,-1.4,4.3,0
708,5/18/2008,0,15,5.3,14.4,3,8.2,0
708,5/19/2008,0,15,9.8,19,4.2,11,0
708,5/20/2008,0,15.1,14.4,21.8,7.3,14.6,0
708,5/21/2008,0,15.1,9.4,23.2,9.3,15.6,0
708,5/22/2008,0,15.1,3.2,19.5,3.2,12.1,1
708,5/23/2008,0,15.3,1,4.2,-0.2,1.5,0
708,5/24/2008,0,15.7,0.3,5,-0.5,1.1,1
708,5/25/2008,0,15.8,4.4,8.4,-0.8,3.8,0
708,5/26/2008,0,15.8,6.6,16.4,3.1,10.4,0
708,5/27/2008,0,15.9,4,17.7,3.9,10.7,1
708,5/28/2008,0,15.9,7.9,17.6,2,10.1,1
708,5/29/2008,0,15.9,10,16,7.3,10.3,1
708,5/30/2008,0,15.9,6.9,18.5,6.1,12.4,0
708,5/31/2008,0,15.9,6.6,20.1,3,11.3,1
708,6/1/2008,0,16,9,21.7,6,13.3,1
708,6/2/2008,0,16,10.5,24.3,8.3,15.8,0
708,6/3/2008,0,16,10.2,21.9,7.2,14.5,0
708,6/4/2008,0,16,-99.9,-99.9,-99.9,-99.9,-99.9
708,6/5/2008,0,16,6.9,19.2,5.1,12,1
708,6/6/2008,0,16,1.9,9.3,-0.2,4.2,1
708,6/7/2008,0,16,8.7,18.2,0.8,10.8,1
708,6/8/2008,0,16,11,22.3,6.3,14.6,1
708,6/9/2008,0,16,7.8,18.8,6.4,12.2,1
708,6/10/2008,0,16,7.6,19.2,3.6,11.1,1
708,6/11/2008,0,16,12.7,23.3,6.2,15.2,1
708,6/12/2008,0,16,3.3,19.5,3.2,12.4,1
708,6/13/2008,0,16,5.8,18.9,1.7,10.1,1
708,6/14/2008,0,16,7.2,21.1,4.9,12.2,1
708,6/15/2008,0,16,11.2,23.6,6.5,14.9,1
708,6/16/2008,0,16,12.3,25.3,9.8,16.8,0
708,6/17/2008,0,16,12.4,25.6,10.9,17.1,1
708,6/18/2008,0,16,12.8,24.6,9.9,16.8,1
708,6/19/2008,0,16,12.5,24.8,10,16.8,1
708,6/20/2008,0,16,10.5,25.6,10.5,17,1
708,6/21/2008,0,16,8.4,19.8,7.5,12,0
708,6/22/2008,0,16,9.3,18.5,6.5,11.9,0
708,6/23/2008,0,16,11.9,23.7,8.2,14.8,0
708,6/24/2008,0,16,11.6,22,9.8,14.2,0
708,6/25/2008,0,16,11.8,23.1,9.3,15,0
708,6/26/2008,0,16,10.5,23.6,9.1,15.7,0
708,6/27/2008,0,16,10.7,22.4,9.9,14.9,0
708,6/28/2008,0,16,11.9,22.7,9.2,15.2,0
708,6/29/2008,0,16,10.9,23.3,10.3,14.8,1
708,6/30/2008,0,16,9.6,19,8.9,11.7,1
708,7/1/2008,0,16,9.6,20.5,7.6,12.7,0
708,7/2/2008,0,16,10.7,22.1,8.2,13.7,0
708,7/3/2008,0,16,10.6,22.3,8.7,14.5,0
708,7/4/2008,0,16,9.7,21.2,9.3,13.1,0
708,7/5/2008,0,16,10.8,21.4,8.7,13.8,1
708,7/6/2008,0,16.1,11.4,23.4,10,15.6,1
708,7/7/2008,0,16.1,10.2,19.6,10.1,13.6,1
708,7/8/2008,0,16.4,8.4,18.8,8.4,12.3,1
708,7/9/2008,0,17,8.1,19.8,7,11.4,1
708,7/10/2008,0,17.1,9.6,17.7,7.5,11.9,1
708,7/11/2008,0,17.1,10.1,21.4,7.6,13.4,1
708,7/12/2008,0,17.1,8.2,21.3,8.2,12.9,1
708,7/13/2008,0,17.2,10.2,17.5,8.1,12.3,1
708,7/14/2008,0,17.2,10.6,18,8.5,12.5,1
708,7/15/2008,0,17.2,9.9,17.9,9.4,12.5,1
708,7/16/2008,0,17.3,10.2,23.7,8.5,14.6,1
708,7/17/2008,0,17.5,10.1,21.6,9,14.1,1
708,7/18/2008,0,17.5,-99.9,-99.9,-99.9,-99.9,-99.9
708,7/19/2008,0,18.4,8.9,19,8.2,12.3,1
708,7/20/2008,0,18.5,10.9,21.2,8.2,14,1
708,7/21/2008,0,18.5,9.4,21,8.9,13.4,1
708,7/22/2008,0,18.7,10.2,17.8,9,11.6,0
708,7/23/2008,0,18.8,11.7,19.7,9.6,13.7,1
708,7/24/2008,0,18.8,11.5,21.8,10.8,14.9,1
708,7/25/2008,0,18.9,12.9,23.3,11,15.5,1
708,7/26/2008,0,18.9,12.1,23.5,11.6,16,1
708,7/27/2008,0,18.9,11.7,18.6,11.4,13.5,1
708,7/28/2008,0,18.9,12.9,22.1,10,15,1
708,7/29/2008,0,18.9,11.6,21.9,10,15.3,1
708,7/30/2008,0,18.9,12.5,24.3,10.6,16.6,1
708,7/31/2008,0,18.9,13.6,24,11,16.7,1
708,8/1/2008,0,18.9,15,25.1,12.3,17.6,1
708,8/2/2008,0,19,14.2,25.6,12.4,18.2,1
708,8/3/2008,0,19,12.1,25.9,11.5,17.9,1
708,8/4/2008,0,19,13.4,23.7,10.5,15.9,1
708,8/5/2008,0,19.2,9.1,24.5,9.1,14.9,1
708,8/6/2008,0,19.3,12,18.4,8.9,12.9,1
708,8/7/2008,0,19.3,11.9,21.2,10.4,14.5,1
708,8/8/2008,0,19.5,9.9,19.3,9.9,12.7,1
708,8/9/2008,0,19.5,11.4,18.9,9.6,12.6,1
708,8/10/2008,0,19.5,11.1,19.3,10.6,13.7,-99.9
708,8/11/2008,0,19.5,10,20.7,9.5,13.7,-99.9
708,8/12/2008,0,19.5,12.1,22.9,8.7,15,31
708,8/13/2008,0,19.5,10.7,23.2,10.1,15.1,-99.9
708,8/14/2008,0,19.5,11.1,21.1,10.4,14.8,-99.9
708,8/15/2008,0,19.5,10.6,21.6,8.7,14,-99.9
708,8/16/2008,0,19.6,10.4,19.6,8,12.5,-99.9
708,8/17/2008,0,19.7,8.9,24.7,6.2,10,-99.9
708,8/18/2008,0,20.1,6.7,17.9,6.1,9.3,-99.9
708,8/19/2008,0,20.2,8.7,15.7,5,10.1,139
708,8/20/2008,0,20.2,9.2,18.9,6.9,11.8,142
708,8/21/2008,0,20.2,9.6,20.1,7.9,13.1,-99.9
708,8/22/2008,0,20.2,11.2,22.6,8,14.5,-99.9
708,8/23/2008,0,20.2,13.6,24.2,9.4,16.1,-99.9
708,8/24/2008,0,20.9,7.9,-99.9,6.3,14.3,-99.9
708,8/25/2008,0,21.3,7.8,-99.9,-99.9,-99.9,-99.9
708,8/26/2008,0,21.6,8.1,-99.9,-99.9,-99.9,-99.9
708,8/27/2008,0,21.7,9.5,16.8,7.8,11.6,-99.9
708,8/28/2008,0,21.7,9.4,19.5,8.7,13.3,-99.9
708,8/29/2008,0,21.7,11,23.2,9.1,14.9,-99.9
708,8/30/2008,0,21.7,9.4,19.9,8.2,13.1,-99.9
708,8/31/2008,0,21.7,9.7,-99.9,7.2,12,48
708,9/1/2008,0,21.7,32.6,-99.9,-99.9,-99.9,-99.9
708,9/2/2008,0,23.4,7.9,-99.9,7.7,16.3,-99.9
708,9/3/2008,0,23.4,5.7,18.6,5.7,11,-99.9
708,9/4/2008,0,23.5,5.6,14.9,4.4,8.3,51
708,9/5/2008,0,23.5,7.3,18.5,4.8,10.6,-99.9
708,9/6/2008,0,23.5,8.1,19.6,6.4,12,-99.9
708,9/7/2008,0,23.5,9.3,20.1,5.9,12.4,19
708,9/8/2008,0,23.5,7.9,20.7,6.8,12.3,-99.9
708,9/9/2008,0,23.5,5.6,18.6,5.4,10.6,2
708,9/10/2008,0,23.6,7.8,14.7,4.9,8.7,-99.9
708,9/11/2008,0,23.6,6,16.7,5.7,10,-99.9
708,9/12/2008,0,23.6,8.1,12.9,5.6,9.1,-99.9
708,9/13/2008,0,23.6,4.6,13.9,4.6,8.9,-99.9
708,9/14/2008,0,23.7,6.4,16.5,3.1,9,-99.9
708,9/15/2008,0,23.8,4.7,16.1,4.4,7.7,83
708,9/16/2008,0,23.8,5.4,15,4.3,8.3,-99.9
708,9/17/2008,0,23.9,6,15.9,4.3,9.4,-99.9
708,9/18/2008,0,23.9,6.1,16.2,4.6,9,-99.9
708,9/19/2008,0,23.9,6,14.4,5,8.5,-99.9
708,9/20/2008,0,23.9,5.6,16.2,5.3,9.5,-99.9
708,9/21/2008,0,23.9,8.7,16.5,5.3,10,-99.9
708,9/22/2008,0,23.9,10.1,18,5.6,11.4,-99.9
708,9/23/2008,0,24,5.8,17.3,5.4,10.1,111
708,9/24/2008,0,24.1,8.1,17.5,3.1,9.6,-99.9
708,9/25/2008,0,24.1,7.8,18,7.6,11.5,-99.9
708,9/26/2008,0,24.1,7.2,17.5,6.3,9.7,-99.9
708,9/27/2008,0,24.1,9.1,18.3,6.1,11.5,-99.9
708,9/28/2008,0,24.1,7.1,17.5,6.8,11.4,-99.9
708,9/29/2008,0,24.1,6.5,16.7,5.7,10.1,-99.9
708,9/30/2008,0,24.1,5.9,16.9,5.1,9.9,-99.9
708,10/1/2008,0,0,6.7,17.4,4.3,10.1,-99.9
708,10/2/2008,0,0,7,18.3,6.4,10.2,-99.9
708,10/3/2008,0,0,6.8,16.5,5.7,9.1,-99.9
708,10/4/2008,0.1,0.1,6.2,15.2,5.3,7.6,-99.9
708,10/5/2008,0.2,0.8,3.5,-99.9,-99.9,-99.9,-99.9
708,10/6/2008,0.2,1,1.2,-99.9,1.2,4.6,80
708,10/7/2008,0.1,1.1,2.3,9,-0.1,3.9,36
708,10/8/2008,0.1,1.1,3.6,12.7,1,5.7,-99.9
708,10/9/2008,0.1,1.1,5.2,16.7,3.6,9,-99.9
708,10/10/2008,0.1,1.1,7,15.5,3.4,9,-99.9
708,10/11/2008,0.1,1.1,8,14.2,4.4,8.7,-99.9
708,10/12/2008,0.2,1.9,8.2,-99.9,-99.9,-99.9,-99.9
708,10/13/2008,0.2,2,-2,9.4,-2,4.2,-99.9
708,10/14/2008,0.2,2.1,3.3,8.7,-2.2,3.4,-99.9
708,10/15/2008,0.2,2.3,-0.4,3.6,-0.5,1.7,-99.9
708,10/16/2008,0.2,2.3,0.8,-99.9,-1,4.2,-99.9
708,10/17/2008,0.2,2.3,2.8,11.6,0.1,4.7,-99.9
708,10/18/2008,0.2,2.3,4.5,13.8,2.1,7.1,-99.9
708,10/19/2008,0.2,2.4,2.3,15.7,2.3,7.6,-99.9
708,10/20/2008,0.2,2.4,4.7,13.4,1.6,6.7,-99.9
708,10/21/2008,0.2,2.4,2.4,13.5,2.4,6.7,-99.9
708,10/22/2008,0.2,2.4,1.9,12,1.3,6.1,-99.9
708,10/23/2008,0.2,2.4,-6.8,3.5,-6.8,-1.8,121
708,10/24/2008,0.2,2.4,0.8,9,-7,0.9,93
708,10/25/2008,0.2,2.4,1.2,11.9,0.1,4.6,108
708,10/26/2008,0.2,2.4,6.5,15.8,0.1,7,64
708,10/27/2008,0.2,2.4,0.1,14.6,0.1,8,55
708,10/28/2008,0.2,2.4,4.4,11.9,-0.7,4.8,35
708,10/29/2008,0.2,2.4,4.8,13.9,4.1,7.5,10
708,10/30/2008,0.2,2.4,3.3,13.7,3.2,7,36
708,10/31/2008,0.2,2.4,5.6,15,3,7.5,54
708,11/1/2008,0.2,2.4,5.2,14.5,4.7,8.1,48
708,11/2/2008,0.2,2.4,4.1,13.9,4.1,7.3,42
708,11/3/2008,0.2,2.4,4.9,13.2,3.2,7.5,21
708,11/4/2008,0.2,2.4,1.6,12.1,1.6,6.1,13
708,11/5/2008,0.2,2.4,0.6,9,0.5,4.2,1
708,11/6/2008,0.2,2.5,-7.6,0.6,-7.7,-4.2,-99.9
