datetime,00060_Mean,00060_Mean_cd,site_no
2010-01-25 00:00:00+00:00,15.8,"A, e",08328950
2010-01-26 00:00:00+00:00,17.6,A,08328950
2010-01-27 00:00:00+00:00,20.7,A,08328950
2010-01-28 00:00:00+00:00,23.9,A,08328950
2010-01-29 00:00:00+00:00,24.5,A,08328950
2010-01-30 00:00:00+00:00,21.0,A,08328950
2010-01-31 00:00:00+00:00,21.3,A,08328950
2010-02-01 00:00:00+00:00,20.4,A,08328950
2010-02-02 00:00:00+00:00,20.7,A,08328950
2010-02-03 00:00:00+00:00,20.4,A,08328950
2010-02-04 00:00:00+00:00,27.2,A,08328950
2010-02-05 00:00:00+00:00,24.8,A,08328950
2010-02-06 00:00:00+00:00,29.1,A,08328950
2010-02-07 00:00:00+00:00,29.9,A,08328950
2010-02-08 00:00:00+00:00,32.7,A,08328950
2010-02-09 00:00:00+00:00,25.9,A,08328950
2010-02-10 00:00:00+00:00,23.0,A,08328950
2010-02-11 00:00:00+00:00,21.7,A,08328950
2010-02-12 00:00:00+00:00,18.1,A,08328950
2010-02-13 00:00:00+00:00,18.6,A,08328950
2010-02-14 00:00:00+00:00,18.1,A,08328950
2010-02-15 00:00:00+00:00,20.2,A,08328950
2010-02-16 00:00:00+00:00,17.3,A,08328950
2010-02-17 00:00:00+00:00,20.6,A,08328950
2010-02-18 00:00:00+00:00,18.0,A,08328950
2010-02-19 00:00:00+00:00,18.7,A,08328950
2010-02-20 00:00:00+00:00,18.5,A,08328950
2010-02-21 00:00:00+00:00,23.0,A,08328950
2010-02-22 00:00:00+00:00,23.6,A,08328950
2010-02-23 00:00:00+00:00,22.5,A,08328950
2010-02-24 00:00:00+00:00,17.7,A,08328950
2010-02-25 00:00:00+00:00,18.8,A,08328950
2010-02-26 00:00:00+00:00,21.7,A,08328950
2010-02-27 00:00:00+00:00,18.8,A,08328950
2010-02-28 00:00:00+00:00,19.1,A,08328950
2010-03-01 00:00:00+00:00,24.1,A,08328950
2010-03-02 00:00:00+00:00,23.2,A,08328950
2010-03-03 00:00:00+00:00,20.8,A,08328950
2010-03-04 00:00:00+00:00,19.9,A,08328950
2010-03-05 00:00:00+00:00,19.1,A,08328950
2010-03-06 00:00:00+00:00,20.9,A,08328950
2010-03-07 00:00:00+00:00,22.9,A,08328950
2010-03-08 00:00:00+00:00,30.6,A,08328950
2010-03-09 00:00:00+00:00,28.7,A,08328950
2010-03-10 00:00:00+00:00,28.0,A,08328950
2010-03-11 00:00:00+00:00,24.1,A,08328950
2010-03-12 00:00:00+00:00,22.2,A,08328950
2010-03-13 00:00:00+00:00,22.2,A,08328950
2010-03-14 00:00:00+00:00,23.7,A,08328950
2010-03-15 00:00:00+00:00,29.1,A,08328950
2010-03-16 00:00:00+00:00,22.0,A,08328950
2010-03-17 00:00:00+00:00,20.7,A,08328950
2010-03-18 00:00:00+00:00,21.6,A,08328950
2010-03-19 00:00:00+00:00,25.2,A,08328950
2010-03-20 00:00:00+00:00,36.7,A,08328950
2010-03-21 00:00:00+00:00,31.9,A,08328950
2010-03-22 00:00:00+00:00,23.8,A,08328950
2010-03-23 00:00:00+00:00,27.9,A,08328950
2010-03-24 00:00:00+00:00,34.1,A,08328950
2010-03-25 00:00:00+00:00,30.9,A,08328950
2010-03-26 00:00:00+00:00,28.2,A,08328950
2010-03-27 00:00:00+00:00,29.4,A,08328950
2010-03-28 00:00:00+00:00,24.5,A,08328950
2010-03-29 00:00:00+00:00,24.3,A,08328950
2010-03-30 00:00:00+00:00,25.1,A,08328950
2010-03-31 00:00:00+00:00,34.7,A,08328950
2010-04-01 00:00:00+00:00,55.1,A,08328950
2010-04-02 00:00:00+00:00,58.6,A,08328950
2010-04-03 00:00:00+00:00,48.4,A,08328950
2010-04-04 00:00:00+00:00,41.0,A,08328950
2010-04-05 00:00:00+00:00,45.2,A,08328950
2010-04-06 00:00:00+00:00,74.1,A,08328950
2010-04-07 00:00:00+00:00,104.0,A,08328950
2010-04-08 00:00:00+00:00,94.2,A,08328950
2010-04-09 00:00:00+00:00,111.0,A,08328950
2010-04-10 00:00:00+00:00,189.0,A,08328950
2010-04-11 00:00:00+00:00,276.0,A,08328950
2010-04-12 00:00:00+00:00,379.0,A,08328950
2010-04-13 00:00:00+00:00,615.0,A,08328950
2010-04-14 00:00:00+00:00,1030.0,A,08328950
2010-04-15 00:00:00+00:00,642.0,A,08328950
2010-04-16 00:00:00+00:00,501.0,A,08328950
2010-04-17 00:00:00+00:00,1060.0,A,08328950
2010-04-18 00:00:00+00:00,1080.0,A,08328950
2010-04-19 00:00:00+00:00,632.0,A,08328950
2010-04-20 00:00:00+00:00,506.0,A,08328950
2010-04-21 00:00:00+00:00,511.0,A,08328950
2010-04-22 00:00:00+00:00,499.0,A,08328950
2010-04-23 00:00:00+00:00,486.0,A,08328950
2010-04-24 00:00:00+00:00,368.0,A,08328950
2010-04-25 00:00:00+00:00,285.0,A,08328950
2010-04-26 00:00:00+00:00,268.0,A,08328950
2010-04-27 00:00:00+00:00,263.0,A,08328950
2010-04-28 00:00:00+00:00,273.0,A,08328950
2010-04-29 00:00:00+00:00,277.0,A,08328950
2010-04-30 00:00:00+00:00,276.0,A,08328950
2010-05-01 00:00:00+00:00,256.0,A,08328950
2010-05-02 00:00:00+00:00,249.0,A,08328950
2010-05-03 00:00:00+00:00,235.0,A,08328950
2010-05-04 00:00:00+00:00,209.0,A,08328950
2010-05-05 00:00:00+00:00,185.0,A,08328950
2010-05-06 00:00:00+00:00,198.0,A,08328950
2010-05-07 00:00:00+00:00,233.0,A,08328950
2010-05-08 00:00:00+00:00,254.0,A,08328950
2010-05-09 00:00:00+00:00,250.0,A,08328950
2010-05-10 00:00:00+00:00,258.0,A,08328950
2010-05-11 00:00:00+00:00,252.0,A,08328950
2010-05-12 00:00:00+00:00,236.0,A,08328950
2010-05-13 00:00:00+00:00,217.0,A,08328950
2010-05-14 00:00:00+00:00,94.0,A,08328950
2010-05-15 00:00:00+00:00,5.12,A,08328950
2010-05-16 00:00:00+00:00,4.6,A,08328950
2010-05-17 00:00:00+00:00,86.2,A,08328950
2010-05-18 00:00:00+00:00,477.0,A,08328950
2010-05-19 00:00:00+00:00,190.0,A,08328950
2010-05-20 00:00:00+00:00,132.0,A,08328950
2010-05-21 00:00:00+00:00,112.0,A,08328950
2010-05-22 00:00:00+00:00,113.0,A,08328950
2010-05-23 00:00:00+00:00,116.0,A,08328950
2010-05-24 00:00:00+00:00,118.0,A,08328950
2010-05-25 00:00:00+00:00,94.9,A,08328950
2010-05-26 00:00:00+00:00,73.4,A,08328950
2010-05-27 00:00:00+00:00,68.8,A,08328950
2010-05-28 00:00:00+00:00,72.2,A,08328950
2010-05-29 00:00:00+00:00,71.6,A,08328950
2010-05-30 00:00:00+00:00,61.6,A,08328950
2010-05-31 00:00:00+00:00,45.7,A,08328950
2010-06-01 00:00:00+00:00,35.3,A,08328950
2010-06-02 00:00:00+00:00,26.6,A,08328950
2010-06-03 00:00:00+00:00,21.0,A,08328950
2010-06-04 00:00:00+00:00,22.5,A,08328950
2010-06-05 00:00:00+00:00,13.5,A,08328950
2010-06-06 00:00:00+00:00,10.5,A,08328950
2010-06-07 00:00:00+00:00,43.0,A,08328950
2010-06-08 00:00:00+00:00,9.37,A,08328950
2010-06-09 00:00:00+00:00,3.71,A,08328950
2010-06-10 00:00:00+00:00,1.27,A,08328950
2010-06-11 00:00:00+00:00,0.52,A,08328950
2010-06-12 00:00:00+00:00,0.25,A,08328950
2010-06-13 00:00:00+00:00,0.24,A,08328950
2010-06-14 00:00:00+00:00,0.29,A,08328950
2010-06-15 00:00:00+00:00,0.28,A,08328950
2010-06-16 00:00:00+00:00,0.28,A,08328950
2010-06-17 00:00:00+00:00,0.13,A,08328950
2010-06-18 00:00:00+00:00,0.14,A,08328950
2010-06-19 00:00:00+00:00,0.18,A,08328950
2010-06-20 00:00:00+00:00,0.1,A,08328950
2010-06-21 00:00:00+00:00,0.13,A,08328950
2010-06-22 00:00:00+00:00,0.14,A,08328950
2010-06-23 00:00:00+00:00,0.03,A,08328950
2010-06-24 00:00:00+00:00,0.0,A,08328950
2010-06-25 00:00:00+00:00,0.0,A,08328950
2010-06-26 00:00:00+00:00,0.17,A,08328950
2010-06-27 00:00:00+00:00,0.26,A,08328950
2010-06-28 00:00:00+00:00,0.16,A,08328950
2010-06-29 00:00:00+00:00,0.31,A,08328950
2010-06-30 00:00:00+00:00,0.02,A,08328950
2010-07-01 00:00:00+00:00,0.0,A,08328950
2010-07-02 00:00:00+00:00,0.0,A,08328950
2010-07-03 00:00:00+00:00,0.14,A,08328950
2010-07-04 00:00:00+00:00,0.3,A,08328950
2010-07-05 00:00:00+00:00,0.02,A,08328950
2010-07-06 00:00:00+00:00,0.0,A,08328950
2010-07-07 00:00:00+00:00,0.0,A,08328950
2010-07-08 00:00:00+00:00,0.0,A,08328950
2010-07-09 00:00:00+00:00,0.0,A,08328950
2010-07-10 00:00:00+00:00,0.0,A,08328950
2010-07-11 00:00:00+00:00,0.01,A,08328950
2010-07-12 00:00:00+00:00,0.03,A,08328950
2010-07-13 00:00:00+00:00,0.0,A,08328950
2010-07-14 00:00:00+00:00,0.0,A,08328950
2010-07-15 00:00:00+00:00,0.0,A,08328950
2010-07-16 00:00:00+00:00,0.0,A,08328950
2010-07-17 00:00:00+00:00,0.0,A,08328950
2010-07-18 00:00:00+00:00,0.0,A,08328950
2010-07-19 00:00:00+00:00,0.0,A,08328950
2010-07-20 00:00:00+00:00,0.0,A,08328950
2010-07-21 00:00:00+00:00,0.04,A,08328950
2010-07-22 00:00:00+00:00,0.02,A,08328950
2010-07-23 00:00:00+00:00,0.0,A,08328950
2010-07-24 00:00:00+00:00,5.11,A,08328950
2010-07-25 00:00:00+00:00,36.1,A,08328950
2010-07-26 00:00:00+00:00,16.8,A,08328950
2010-07-27 00:00:00+00:00,3.94,A,08328950
2010-07-28 00:00:00+00:00,0.53,A,08328950
2010-07-29 00:00:00+00:00,0.75,A,08328950
2010-07-30 00:00:00+00:00,3.4,A,08328950
2010-07-31 00:00:00+00:00,12.2,A,08328950
2010-08-01 00:00:00+00:00,123.0,A,08328950
2010-08-02 00:00:00+00:00,39.5,A,08328950
2010-08-03 00:00:00+00:00,234.0,A,08328950
2010-08-04 00:00:00+00:00,99.7,A,08328950
2010-08-05 00:00:00+00:00,62.5,A,08328950
2010-08-06 00:00:00+00:00,34.7,A,08328950
2010-08-07 00:00:00+00:00,13.3,A,08328950
2010-08-08 00:00:00+00:00,8.37,A,08328950
2010-08-09 00:00:00+00:00,1.59,A,08328950
2010-08-10 00:00:00+00:00,0.22,A,08328950
2010-08-11 00:00:00+00:00,0.03,A,08328950
2010-08-12 00:00:00+00:00,0.0,A,08328950
2010-08-13 00:00:00+00:00,0.01,A,08328950
2010-08-14 00:00:00+00:00,0.0,A,08328950
2010-08-15 00:00:00+00:00,0.03,A,08328950
2010-08-16 00:00:00+00:00,0.02,A,08328950
2010-08-17 00:00:00+00:00,9.58,A,08328950
2010-08-18 00:00:00+00:00,1.12,A,08328950
2010-08-19 00:00:00+00:00,0.69,A,08328950
2010-08-20 00:00:00+00:00,0.03,A,08328950
2010-08-21 00:00:00+00:00,0.0,A,08328950
2010-08-22 00:00:00+00:00,0.01,A,08328950
2010-08-23 00:00:00+00:00,21.7,A,08328950
2010-08-24 00:00:00+00:00,5.93,A,08328950
2010-08-25 00:00:00+00:00,0.08,A,08328950
2010-08-26 00:00:00+00:00,0.04,A,08328950
2010-08-27 00:00:00+00:00,0.0,A,08328950
2010-08-28 00:00:00+00:00,0.0,A,08328950
2010-08-29 00:00:00+00:00,5.98,A,08328950
2010-08-30 00:00:00+00:00,0.91,A,08328950
2010-08-31 00:00:00+00:00,0.15,A,08328950
2010-09-01 00:00:00+00:00,0.06,A,08328950
2010-09-02 00:00:00+00:00,0.01,A,08328950
2010-09-03 00:00:00+00:00,0.0,A,08328950
2010-09-04 00:00:00+00:00,0.09,A,08328950
2010-09-05 00:00:00+00:00,0.06,A,08328950
2010-09-06 00:00:00+00:00,0.04,A,08328950
2010-09-07 00:00:00+00:00,0.04,A,08328950
2010-09-08 00:00:00+00:00,0.4,A,08328950
2010-09-09 00:00:00+00:00,0.56,A,08328950
2010-09-10 00:00:00+00:00,0.47,A,08328950
2010-09-11 00:00:00+00:00,0.43,A,08328950
2010-09-12 00:00:00+00:00,0.48,A,08328950
2010-09-13 00:00:00+00:00,0.35,A,08328950
2010-09-14 00:00:00+00:00,0.56,A,08328950
2010-09-15 00:00:00+00:00,0.15,A,08328950
2010-09-16 00:00:00+00:00,0.13,A,08328950
2010-09-17 00:00:00+00:00,0.43,A,08328950
2010-09-18 00:00:00+00:00,0.49,A,08328950
2010-09-19 00:00:00+00:00,0.15,A,08328950
2010-09-20 00:00:00+00:00,0.05,A,08328950
2010-09-21 00:00:00+00:00,0.02,A,08328950
2010-09-22 00:00:00+00:00,18.4,A,08328950
2010-09-23 00:00:00+00:00,273.0,A,08328950
2010-09-24 00:00:00+00:00,11.6,A,08328950
2010-09-25 00:00:00+00:00,5.61,A,08328950
2010-09-26 00:00:00+00:00,0.32,A,08328950
2010-09-27 00:00:00+00:00,0.07,A,08328950
2010-09-28 00:00:00+00:00,0.06,A,08328950
2010-09-29 00:00:00+00:00,0.01,A,08328950
2010-09-30 00:00:00+00:00,0.0,A,08328950
2010-10-01 00:00:00+00:00,0.0,A,08328950
2010-10-02 00:00:00+00:00,0.0,A,08328950
2010-10-03 00:00:00+00:00,0.0,A,08328950
2010-10-04 00:00:00+00:00,0.0,A,08328950
2010-10-05 00:00:00+00:00,0.0,A,08328950
2010-10-06 00:00:00+00:00,0.0,A,08328950
2010-10-07 00:00:00+00:00,0.0,A,08328950
2010-10-08 00:00:00+00:00,0.0,A,08328950
2010-10-09 00:00:00+00:00,0.0,A,08328950
2010-10-10 00:00:00+00:00,0.0,A,08328950
2010-10-11 00:00:00+00:00,0.0,A,08328950
2010-10-12 00:00:00+00:00,0.0,A,08328950
2010-10-13 00:00:00+00:00,0.0,A,08328950
2010-10-14 00:00:00+00:00,0.0,A,08328950
2010-10-15 00:00:00+00:00,0.0,A,08328950
2010-10-16 00:00:00+00:00,0.0,A,08328950
2010-10-17 00:00:00+00:00,0.0,A,08328950
2010-10-18 00:00:00+00:00,0.0,A,08328950
2010-10-19 00:00:00+00:00,0.0,A,08328950
2010-10-20 00:00:00+00:00,0.01,A,08328950
2010-10-21 00:00:00+00:00,80.9,A,08328950
2010-10-22 00:00:00+00:00,38.7,A,08328950
2010-10-23 00:00:00+00:00,12.9,A,08328950
2010-10-24 00:00:00+00:00,9.57,A,08328950
2010-10-25 00:00:00+00:00,8.91,A,08328950
2010-10-26 00:00:00+00:00,6.13,A,08328950
2010-10-27 00:00:00+00:00,4.98,A,08328950
2010-10-28 00:00:00+00:00,3.54,A,08328950
2010-10-29 00:00:00+00:00,5.13,A,08328950
2010-10-30 00:00:00+00:00,4.37,A,08328950
2010-10-31 00:00:00+00:00,3.89,A,08328950
2010-11-01 00:00:00+00:00,3.96,A,08328950
2010-11-02 00:00:00+00:00,4.05,A,08328950
2010-11-03 00:00:00+00:00,7.91,A,08328950
2010-11-04 00:00:00+00:00,6.94,A,08328950
2010-11-05 00:00:00+00:00,7.35,A,08328950
2010-11-06 00:00:00+00:00,7.73,A,08328950
2010-11-07 00:00:00+00:00,7.72,A,08328950
2010-11-08 00:00:00+00:00,7.92,A,08328950
2010-11-09 00:00:00+00:00,8.53,A,08328950
2010-11-10 00:00:00+00:00,8.03,A,08328950
2010-11-11 00:00:00+00:00,13.1,A,08328950
2010-11-12 00:00:00+00:00,13.7,A,08328950
2010-11-13 00:00:00+00:00,15.0,A,08328950
2010-11-14 00:00:00+00:00,11.7,A,08328950
2010-11-15 00:00:00+00:00,11.6,A,08328950
2010-11-16 00:00:00+00:00,11.7,A,08328950
2010-11-17 00:00:00+00:00,8.2,A,08328950
2010-11-18 00:00:00+00:00,9.03,A,08328950
2010-11-19 00:00:00+00:00,7.5,A,08328950
2010-11-20 00:00:00+00:00,7.65,A,08328950
2010-11-21 00:00:00+00:00,8.38,A,08328950
2010-11-22 00:00:00+00:00,10.7,A,08328950
2010-11-23 00:00:00+00:00,11.1,A,08328950
2010-11-24 00:00:00+00:00,8.5,A,08328950
2010-11-25 00:00:00+00:00,9.0,A,08328950
2010-11-26 00:00:00+00:00,0.95,A,08328950
2010-11-27 00:00:00+00:00,9.02,A,08328950
2010-11-28 00:00:00+00:00,12.6,A,08328950
2010-11-29 00:00:00+00:00,9.91,A,08328950
2010-11-30 00:00:00+00:00,4.03,A,08328950
2010-12-01 00:00:00+00:00,8.03,A,08328950
2010-12-02 00:00:00+00:00,14.8,A,08328950
2010-12-03 00:00:00+00:00,14.6,A,08328950
2010-12-04 00:00:00+00:00,14.0,A,08328950
2010-12-05 00:00:00+00:00,13.4,A,08328950
2010-12-06 00:00:00+00:00,13.3,A,08328950
2010-12-07 00:00:00+00:00,12.9,A,08328950
2010-12-08 00:00:00+00:00,13.0,A,08328950
2010-12-09 00:00:00+00:00,11.2,A,08328950
2010-12-10 00:00:00+00:00,12.1,A,08328950
2010-12-11 00:00:00+00:00,13.2,A,08328950
